station,re_x_target,re_x_actual,x_target,x_actual,tau_w_kinematic,tau_w_dynamic_Pa,cf_actual,cf_prandtl_schlichting,delta_pct_ps,cf_schultz_grunow,delta_pct_sg,face_index
L1,1000000.0,1002339.6028216783,0.1044,0.10461561626021688,32.028591870618285,39.235025041507406,0.003268223660267172,0.0037335221201608075,-12.462721390642105,0.0037439574126803877,-12.706708436424943,91
L2,1500000.0,1500781.3087521617,0.1566,0.15663868916776133,29.255281690102343,35.837720070375376,0.0029852328255206475,0.003443960995994769,-13.31978413831079,0.003490981902996654,-14.48730161109893,126
L3,2000000.0,2008337.61519122,0.2088,0.20961306595124363,28.04366654002566,34.35349151153144,0.0028615986265332306,0.003249034793921564,-11.924654303892524,0.003323377674963974,-13.894871230238644,157
L4,2500000.0,2508049.786844656,0.261,0.26176873918124366,27.410102200009604,33.57737519501177,0.0027969492040826128,0.0031078101164309464,-10.002570964835225,0.0032031975173837696,-12.682587042992045,184
L5,3000000.0,3002807.773055937,0.3132,0.31340733699923823,27.02555209000381,33.10630131025467,0.0027577093969391644,0.0029978934996011,-8.011762348925817,0.003110339592782932,-11.33735353727908,208
