# Force and moment coefficients
# dragDir       : (9.98814648e-01 0.00000000e+00 4.86754399e-02)
# sideDir       : (0.00000000e+00 1.00000000e+00 -0.00000000e+00)
# liftDir       : (-4.86754399e-02 0.00000000e+00 9.98814648e-01)
# rollAxis      : (9.98814648e-01 0.00000000e+00 4.86754399e-02)
# pitchAxis     : (0.00000000e+00 1.00000000e+00 -0.00000000e+00)
# yawAxis       : (-4.86754399e-02 0.00000000e+00 9.98814648e-01)
# magUInf       : 2.49796991e+02
# lRef          : 1.00000000e+00
# Aref          : 2.00000000e-03
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
672             	3.61617200e-02	1.80808600e-02	1.80808600e-02	9.66929268e-01	3.34912951e-01	6.32016317e-01	-1.48551683e-01	9.52700508e-21	-8.64309135e-20	4.04277159e-21	-8.44095277e-20	8.84522993e-20
673             	3.61305682e-02	1.80652841e-02	1.80652841e-02	9.66418185e-01	3.34868864e-01	6.31549322e-01	-1.48340229e-01	9.52804248e-21	-8.64965523e-20	3.86761174e-21	-8.45627465e-20	8.84303582e-20
674             	3.61002502e-02	1.80501251e-02	1.80501251e-02	9.65897174e-01	3.34817773e-01	6.31079401e-01	-1.48130814e-01	9.52885810e-21	-8.65636253e-20	3.69285499e-21	-8.47171978e-20	8.84100528e-20
675             	3.60696578e-02	1.80348289e-02	1.80348289e-02	9.65358616e-01	3.34759695e-01	6.30598921e-01	-1.47919613e-01	9.52970382e-21	-8.66291639e-20	3.52482918e-21	-8.48667493e-20	8.83915785e-20
676             	3.60394150e-02	1.80197075e-02	1.80197075e-02	9.64800616e-01	3.34693263e-01	6.30107353e-01	-1.47707045e-01	9.53047317e-21	-8.66945793e-20	3.36409198e-21	-8.50125333e-20	8.83766253e-20
677             	3.60103414e-02	1.80051707e-02	1.80051707e-02	9.64236583e-01	3.34620201e-01	6.29616382e-01	-1.47498091e-01	9.53096125e-21	-8.67625300e-20	3.20249495e-21	-8.51612825e-20	8.83637774e-20
678             	3.59807218e-02	1.79903609e-02	1.79903609e-02	9.63655191e-01	3.34540484e-01	6.29114708e-01	-1.47287112e-01	9.53153297e-21	-8.68285012e-20	3.04824079e-21	-8.53043808e-20	8.83526216e-20
679             	3.59514134e-02	1.79757067e-02	1.79757067e-02	9.63054763e-01	3.34452612e-01	6.28602152e-01	-1.47074770e-01	9.53202139e-21	-8.68945252e-20	2.90116168e-21	-8.54439443e-20	8.83451060e-20
680             	3.59235232e-02	1.79617616e-02	1.79617616e-02	9.62452219e-01	3.34358451e-01	6.28093768e-01	-1.46867658e-01	9.53220839e-21	-8.69633238e-20	2.75330020e-21	-8.55866737e-20	8.83399739e-20
681             	3.58952068e-02	1.79476034e-02	1.79476034e-02	9.61833997e-01	3.34257799e-01	6.27576198e-01	-1.46659200e-01	9.53249277e-21	-8.70297205e-20	2.61368664e-21	-8.57228771e-20	8.83365638e-20
682             	3.58673466e-02	1.79336733e-02	1.79336733e-02	9.61198226e-01	3.34149269e-01	6.27048956e-01	-1.46449843e-01	9.53269468e-21	-8.70958252e-20	2.48174269e-21	-8.58549539e-20	8.83366966e-20
683             	3.58409719e-02	1.79204859e-02	1.79204859e-02	9.60563082e-01	3.34034828e-01	6.26528254e-01	-1.46246713e-01	9.53259471e-21	-8.71635357e-20	2.35129289e-21	-8.59878893e-20	8.83391822e-20
684             	3.58141166e-02	1.79070583e-02	1.79070583e-02	9.59913073e-01	3.33914214e-01	6.25998859e-01	-1.46042323e-01	9.53260074e-21	-8.72295105e-20	2.22797763e-21	-8.61155217e-20	8.83434994e-20
685             	3.57874738e-02	1.78937369e-02	1.78937369e-02	9.59246063e-01	3.33786400e-01	6.25459663e-01	-1.45836632e-01	9.53255066e-21	-8.72948647e-20	2.11244091e-21	-8.62386443e-20	8.83510852e-20
686             	3.57624758e-02	1.78812379e-02	1.78812379e-02	9.58582845e-01	3.33653093e-01	6.24929752e-01	-1.45638330e-01	9.53216717e-21	-8.73622065e-20	1.99816769e-21	-8.63631227e-20	8.83612904e-20
687             	3.57368877e-02	1.78684438e-02	1.78684438e-02	9.57905467e-01	3.33513911e-01	6.24391556e-01	-1.45438822e-01	9.53190755e-21	-8.74279613e-20	1.89057705e-21	-8.64826728e-20	8.83732498e-20
688             	3.57115832e-02	1.78557916e-02	1.78557916e-02	9.57212778e-01	3.33368054e-01	6.23844724e-01	-1.45238335e-01	9.53159747e-21	-8.74926533e-20	1.79108541e-21	-8.65971106e-20	8.83881960e-20
689             	3.56880955e-02	1.78440478e-02	1.78440478e-02	9.56527639e-01	3.33217305e-01	6.23310334e-01	-1.45046514e-01	9.53091569e-21	-8.75591243e-20	1.69371113e-21	-8.67122688e-20	8.84059799e-20
690             	3.56641070e-02	1.78320535e-02	1.78320535e-02	9.55830978e-01	3.33061446e-01	6.22769533e-01	-1.44854043e-01	9.53038517e-21	-8.76240087e-20	1.60290583e-21	-8.68225558e-20	8.84254616e-20
691             	3.56403782e-02	1.78201891e-02	1.78201891e-02	9.55121893e-01	3.32900059e-01	6.22221834e-01	-1.44660887e-01	9.52981049e-21	-8.76876984e-20	1.52007883e-21	-8.69276590e-20	8.84477378e-20
692             	3.56184531e-02	1.78092266e-02	1.78092266e-02	9.54423706e-01	3.32734710e-01	6.21688996e-01	-1.44477143e-01	9.52888874e-21	-8.77533437e-20	1.43903786e-21	-8.70338247e-20	8.84728626e-20
693             	3.55955065e-02	1.77977533e-02	1.77977533e-02	9.53711916e-01	3.32565150e-01	6.21146766e-01	-1.44290808e-01	9.52825917e-21	-8.78183650e-20	1.36215998e-21	-8.71372850e-20	8.84994450e-20
694             	3.55743813e-02	1.77871907e-02	1.77871907e-02	9.53005689e-01	3.32391149e-01	6.20614541e-01	-1.44111696e-01	9.52720188e-21	-8.78824203e-20	1.29370795e-21	-8.72355663e-20	8.85292743e-20
695             	3.55529522e-02	1.77764761e-02	1.77764761e-02	9.52291929e-01	3.32212819e-01	6.20079110e-01	-1.43933146e-01	9.52626642e-21	-8.79452313e-20	1.23037279e-21	-8.73300449e-20	8.85604177e-20
696             	3.55324900e-02	1.77662450e-02	1.77662450e-02	9.51578726e-01	3.32030465e-01	6.19548261e-01	-1.43758898e-01	9.52514051e-21	-8.80077330e-20	1.17285200e-21	-8.74213070e-20	8.85941590e-20
697             	3.55126832e-02	1.77563416e-02	1.77563416e-02	9.50865164e-01	3.31844165e-01	6.19020999e-01	-1.43588417e-01	9.52393843e-21	-8.80692998e-20	1.12129878e-21	-8.75086504e-20	8.86299492e-20
698             	3.54934139e-02	1.77467069e-02	1.77467069e-02	9.50151784e-01	3.31654334e-01	6.18497450e-01	-1.43421558e-01	9.52268387e-21	-8.81301080e-20	1.07519304e-21	-8.75925115e-20	8.86677045e-20
699             	3.54746381e-02	1.77373190e-02	1.77373190e-02	9.49439300e-01	3.31461302e-01	6.17977998e-01	-1.43258348e-01	9.52135902e-21	-8.81904423e-20	1.03407439e-21	-8.76734051e-20	8.87074795e-20
700             	3.54565504e-02	1.77282752e-02	1.77282752e-02	9.48729465e-01	3.31265365e-01	6.17464101e-01	-1.43099368e-01	9.51995482e-21	-8.82502581e-20	9.98049837e-22	-8.77512332e-20	8.87492831e-20
701             	3.54389224e-02	1.77194612e-02	1.77194612e-02	9.48022022e-01	3.31066781e-01	6.16955242e-01	-1.42944230e-01	9.51850968e-21	-8.83084125e-20	9.68586453e-22	-8.78241193e-20	8.87927057e-20
702             	3.54217803e-02	1.77108902e-02	1.77108902e-02	9.47317732e-01	3.30865857e-01	6.16451875e-01	-1.42793009e-01	9.51699289e-21	-8.83665112e-20	9.43210225e-22	-8.78949061e-20	8.88381163e-20
703             	3.54052082e-02	1.77026041e-02	1.77026041e-02	9.46617704e-01	3.30662788e-01	6.15954916e-01	-1.42646064e-01	9.51540134e-21	-8.84243598e-20	9.22219128e-22	-8.79632502e-20	8.88854693e-20
704             	3.53890864e-02	1.76945432e-02	1.76945432e-02	9.45921613e-01	3.30457716e-01	6.15463896e-01	-1.42503090e-01	9.51376622e-21	-8.84820722e-20	9.05151417e-22	-8.80294965e-20	8.89346479e-20
705             	3.53734381e-02	1.76867190e-02	1.76867190e-02	9.45230764e-01	3.30250962e-01	6.14979802e-01	-1.42364420e-01	9.51208313e-21	-8.85393047e-20	8.92474726e-22	-8.80930674e-20	8.89855421e-20
706             	3.53583187e-02	1.76791593e-02	1.76791593e-02	9.44546629e-01	3.30042933e-01	6.14503696e-01	-1.42230382e-01	9.51036528e-21	-8.85955030e-20	8.85030479e-22	-8.81529877e-20	8.90380182e-20
707             	3.53436846e-02	1.76718423e-02	1.76718423e-02	9.43869463e-01	3.29833775e-01	6.14035688e-01	-1.42100956e-01	9.50861090e-21	-8.86511104e-20	8.82016943e-22	-8.82101019e-20	8.90921189e-20
708             	3.53293737e-02	1.76646868e-02	1.76646868e-02	9.43199578e-01	3.29623895e-01	6.13575683e-01	-1.41975894e-01	9.50685329e-21	-8.87057941e-20	8.83556430e-22	-8.82640159e-20	8.91475724e-20
709             	3.53153541e-02	1.76576771e-02	1.76576771e-02	9.42537208e-01	3.29413414e-01	6.13123794e-01	-1.41855190e-01	9.50509605e-21	-8.87596108e-20	8.89432206e-22	-8.83148947e-20	8.92043269e-20
710             	3.53016268e-02	1.76508134e-02	1.76508134e-02	9.41883601e-01	3.29202760e-01	6.12680842e-01	-1.41739041e-01	9.50334525e-21	-8.88124735e-20	8.99591039e-22	-8.83626780e-20	8.92622690e-20
711             	3.52882403e-02	1.76441201e-02	1.76441201e-02	9.41239100e-01	3.28991880e-01	6.12247220e-01	-1.41627670e-01	9.50159147e-21	-8.88638429e-20	9.14865934e-22	-8.84064100e-20	8.93212759e-20
712             	3.52751638e-02	1.76375819e-02	1.76375819e-02	9.40605056e-01	3.28781262e-01	6.11823794e-01	-1.41521266e-01	9.49983724e-21	-8.89140468e-20	9.34518094e-22	-8.84467878e-20	8.93813059e-20
713             	3.52614288e-02	1.76307144e-02	1.76307144e-02	9.39976614e-01	3.28571839e-01	6.11404776e-01	-1.41416469e-01	9.49828326e-21	-8.89633489e-20	9.55311730e-22	-8.84856930e-20	8.94410048e-20
714             	3.52494733e-02	1.76247366e-02	1.76247366e-02	9.39369255e-01	3.28362651e-01	6.11006604e-01	-1.41321976e-01	9.49640237e-21	-8.90122664e-20	9.82878699e-22	-8.85208271e-20	8.95037058e-20
715             	3.52365516e-02	1.76182758e-02	1.76182758e-02	9.38765586e-01	3.28154313e-01	6.10611273e-01	-1.41228480e-01	9.49481140e-21	-8.90603820e-20	1.01157874e-21	-8.85545926e-20	8.95661713e-20
716             	3.52233806e-02	1.76116903e-02	1.76116903e-02	9.38171638e-01	3.27948900e-01	6.10222738e-01	-1.41136919e-01	9.49330425e-21	-8.91059803e-20	1.04419353e-21	-8.85838835e-20	8.96280771e-20
717             	3.52122043e-02	1.76061022e-02	1.76061022e-02	9.37603859e-01	3.27743927e-01	6.09859932e-01	-1.41058002e-01	9.49147342e-21	-8.91511575e-20	1.08302309e-21	-8.86096460e-20	8.96926691e-20
718             	3.51988184e-02	1.75994092e-02	1.75994092e-02	9.37037610e-01	3.27540902e-01	6.09496709e-01	-1.40977904e-01	9.49014780e-21	-8.91962342e-20	1.11830933e-21	-8.86370795e-20	8.97553889e-20
719             	3.51876663e-02	1.75938332e-02	1.75938332e-02	9.36495847e-01	3.27340144e-01	6.09155703e-01	-1.40907779e-01	9.48839630e-21	-8.92371993e-20	1.16706424e-21	-8.86536672e-20	8.98207314e-20
720             	3.51758168e-02	1.75879084e-02	1.75879084e-02	9.35963988e-01	3.27141449e-01	6.08822539e-01	-1.40840545e-01	9.48689610e-21	-8.92793525e-20	1.21267020e-21	-8.86730174e-20	8.98856876e-20
721             	3.51630465e-02	1.75815232e-02	1.75815232e-02	9.35444557e-01	3.26946658e-01	6.08497899e-01	-1.40775620e-01	9.48559110e-21	-8.93188853e-20	1.26033435e-21	-8.86887181e-20	8.99490524e-20
722             	3.51525239e-02	1.75762620e-02	1.75762620e-02	9.34952274e-01	3.26753889e-01	6.08198385e-01	-1.40722248e-01	9.48390686e-21	-8.93581003e-20	1.31458625e-21	-8.87008072e-20	9.00153934e-20
723             	3.51408742e-02	1.75704371e-02	1.75704371e-02	9.34468680e-01	3.26564077e-01	6.07904603e-01	-1.40670263e-01	9.48257455e-21	-8.93970204e-20	1.36712799e-21	-8.87134564e-20	9.00805844e-20
724             	3.51285824e-02	1.75642912e-02	1.75642912e-02	9.33999304e-01	3.26379662e-01	6.07619642e-01	-1.40619990e-01	9.48137239e-21	-8.94329679e-20	1.42207871e-21	-8.87219285e-20	9.01440072e-20
725             	3.51183894e-02	1.75591947e-02	1.75591947e-02	9.33558039e-01	3.26197177e-01	6.07360862e-01	-1.40581843e-01	9.47985275e-21	-8.94688367e-20	1.48242200e-21	-8.87276257e-20	9.02100477e-20
726             	3.51055882e-02	1.75527941e-02	1.75527941e-02	9.33120219e-01	3.26018296e-01	6.07101922e-01	-1.40541813e-01	9.47888665e-21	-8.95052436e-20	1.53596290e-21	-8.87372621e-20	9.02732250e-20
727             	3.50951148e-02	1.75475574e-02	1.75475574e-02	9.32709890e-01	3.25843431e-01	6.06866460e-01	-1.40511515e-01	9.47748032e-21	-8.95379702e-20	1.60188271e-21	-8.87370289e-20	9.03389116e-20
728             	3.50826988e-02	1.75413494e-02	1.75413494e-02	9.32308649e-01	3.25673283e-01	6.06635366e-01	-1.40481042e-01	9.47656183e-21	-8.95709237e-20	1.66112874e-21	-8.87403593e-20	9.04014881e-20
729             	3.50716449e-02	1.75358224e-02	1.75358224e-02	9.31929815e-01	3.25506315e-01	6.06423500e-01	-1.40458593e-01	9.47533689e-21	-8.96020697e-20	1.72831758e-21	-8.87379109e-20	9.04662285e-20
730             	3.50587529e-02	1.75293765e-02	1.75293765e-02	9.31562724e-01	3.25344823e-01	6.06217901e-01	-1.40436539e-01	9.47452683e-21	-8.96343070e-20	1.78763217e-21	-8.87404909e-20	9.05281230e-20
731             	3.50474465e-02	1.75237233e-02	1.75237233e-02	9.31219942e-01	3.25187628e-01	6.06032315e-01	-1.40422343e-01	9.47342893e-21	-8.96636473e-20	1.85643565e-21	-8.87354295e-20	9.05918652e-20
732             	3.50349683e-02	1.75174842e-02	1.75174842e-02	9.30889560e-01	3.25035215e-01	6.05854346e-01	-1.40409565e-01	9.47263882e-21	-8.96936869e-20	1.92052307e-21	-8.87334254e-20	9.06539484e-20
733             	3.50216823e-02	1.75108412e-02	1.75108412e-02	9.30578795e-01	3.24890220e-01	6.05688575e-01	-1.40399177e-01	9.47200745e-21	-8.97220512e-20	1.98284015e-21	-8.87306311e-20	9.07134713e-20
734             	3.50099851e-02	1.75049926e-02	1.75049926e-02	9.30291434e-01	3.24748480e-01	6.05542953e-01	-1.40397236e-01	9.47114520e-21	-8.97487206e-20	2.05205135e-21	-8.87226949e-20	9.07747463e-20
735             	3.49958178e-02	1.74979089e-02	1.74979089e-02	9.30011589e-01	3.24612368e-01	6.05399221e-01	-1.40393426e-01	9.47081967e-21	-8.97766685e-20	2.11148146e-21	-8.87209278e-20	9.08324093e-20
736             	3.49832235e-02	1.74916118e-02	1.74916118e-02	9.29755270e-01	3.24481459e-01	6.05273811e-01	-1.40396176e-01	9.47015538e-21	-8.98011538e-20	2.18113615e-21	-8.87105857e-20	9.08917219e-20
737             	3.49687061e-02	1.74843531e-02	1.74843531e-02	9.29511142e-01	3.24357117e-01	6.05154024e-01	-1.40398453e-01	9.46995855e-21	-8.98275094e-20	2.23972049e-21	-8.87076492e-20	9.09473697e-20
738             	3.49554647e-02	1.74777323e-02	1.74777323e-02	9.29287851e-01	3.24237092e-01	6.05050759e-01	-1.40406833e-01	9.46950261e-21	-8.98518321e-20	2.30554856e-21	-8.86990578e-20	9.10046063e-20
739             	3.49403301e-02	1.74701650e-02	1.74701650e-02	9.29076605e-01	3.24123638e-01	6.04952967e-01	-1.40414665e-01	9.46949627e-21	-8.98772512e-20	2.36160204e-21	-8.86964502e-20	9.10580522e-20
740             	3.49267520e-02	1.74633760e-02	1.74633760e-02	9.28888185e-01	3.24015374e-01	6.04872811e-01	-1.40428719e-01	9.46918921e-21	-8.98999087e-20	2.42606451e-21	-8.86868765e-20	9.11129410e-20
741             	3.49120091e-02	1.74560045e-02	1.74560045e-02	9.28711664e-01	3.23913007e-01	6.04798657e-01	-1.40442825e-01	9.46921490e-21	-8.99239595e-20	2.48317107e-21	-8.86823740e-20	9.11655450e-20
742             	3.48962964e-02	1.74481482e-02	1.74481482e-02	9.28555037e-01	3.23819358e-01	6.04735679e-01	-1.40458160e-01	9.46939488e-21	-8.99466147e-20	2.53674075e-21	-8.86782443e-20	9.12149850e-20
743             	3.48816943e-02	1.74408472e-02	1.74408472e-02	9.28415647e-01	3.23729350e-01	6.04686297e-01	-1.40478474e-01	9.46942415e-21	-8.99681585e-20	2.59448853e-21	-8.86709143e-20	9.12654028e-20
744             	3.48652041e-02	1.74326021e-02	1.74326021e-02	9.28285984e-01	3.23645745e-01	6.04640239e-01	-1.40497247e-01	9.46986196e-21	-8.99918306e-20	2.64074892e-21	-8.86714561e-20	9.13122050e-20
745             	3.48501678e-02	1.74250839e-02	1.74250839e-02	9.28177421e-01	3.23567925e-01	6.04609496e-01	-1.40520785e-01	9.47002990e-21	-9.00122213e-20	2.69518387e-21	-8.86646293e-20	9.13598132e-20
746             	3.48333127e-02	1.74166564e-02	1.74166564e-02	9.28080768e-01	3.23497438e-01	6.04583330e-01	-1.40542946e-01	9.47064090e-21	-9.00336389e-20	2.73891013e-21	-8.86641839e-20	9.14030940e-20
747             	3.48176375e-02	1.74088188e-02	1.74088188e-02	9.28001322e-01	3.23431716e-01	6.04569605e-01	-1.40568944e-01	9.47100618e-21	-9.00538165e-20	2.78719704e-21	-8.86602179e-20	9.14474150e-20
748             	3.48001451e-02	1.74000725e-02	1.74000725e-02	9.27933551e-01	3.23373348e-01	6.04560202e-01	-1.40593427e-01	9.47179811e-21	-9.00748253e-20	2.82524199e-21	-8.86622044e-20	9.14874463e-20
749             	3.47837857e-02	1.73918929e-02	1.73918929e-02	9.27882783e-01	3.23320175e-01	6.04562608e-01	-1.40621217e-01	9.47234880e-21	-9.00943382e-20	2.86770819e-21	-8.86604841e-20	9.15281923e-20
750             	3.47664687e-02	1.73832344e-02	1.73832344e-02	9.27843096e-01	3.23273384e-01	6.04569712e-01	-1.40648164e-01	9.47316056e-21	-9.01145025e-20	2.90347930e-21	-8.86627629e-20	9.15662422e-20
751             	3.47482593e-02	1.73741297e-02	1.73741297e-02	9.27822114e-01	3.23235417e-01	6.04586697e-01	-1.40675640e-01	9.47413059e-21	-9.01340303e-20	2.93344316e-21	-8.86673087e-20	9.16007519e-20
752             	3.47308677e-02	1.73654338e-02	1.73654338e-02	9.27811000e-01	3.23200736e-01	6.04610264e-01	-1.40704764e-01	9.47496571e-21	-9.01524158e-20	2.96632013e-21	-8.86692558e-20	9.16355759e-20
753             	3.47118758e-02	1.73559379e-02	1.73559379e-02	9.27809511e-01	3.23172981e-01	6.04636530e-01	-1.40731775e-01	9.47615456e-21	-9.01723586e-20	2.98802143e-21	-8.86783478e-20	9.16663693e-20
754             	3.46937274e-02	1.73468637e-02	1.73468637e-02	9.27821643e-01	3.23150370e-01	6.04671273e-01	-1.40760451e-01	9.47713326e-21	-9.01901087e-20	3.01445906e-21	-8.86828792e-20	9.16973383e-20
755             	3.46740684e-02	1.73370342e-02	1.73370342e-02	9.27844671e-01	3.23135167e-01	6.04709503e-01	-1.40787168e-01	9.47847813e-21	-9.02089382e-20	3.03001771e-21	-8.86939293e-20	9.17239470e-20
756             	3.46550782e-02	1.73275391e-02	1.73275391e-02	9.27877018e-01	3.23123971e-01	6.04753047e-01	-1.40814538e-01	9.47963376e-21	-9.02266331e-20	3.04837895e-21	-8.87024436e-20	9.17508225e-20
757             	3.46346592e-02	1.73173296e-02	1.73173296e-02	9.27919899e-01	3.23119942e-01	6.04799957e-01	-1.40840008e-01	9.48112214e-21	-9.02455889e-20	3.05595553e-21	-8.87176112e-20	9.17735667e-20
758             	3.46148135e-02	1.73074068e-02	1.73074068e-02	9.27971402e-01	3.23120034e-01	6.04851368e-01	-1.40865667e-01	9.48243804e-21	-9.02631427e-20	3.06625886e-21	-8.87300132e-20	9.17962721e-20
759             	3.45942328e-02	1.72971164e-02	1.72971164e-02	9.28031008e-01	3.23125907e-01	6.04905101e-01	-1.40889597e-01	9.48394253e-21	-9.02816099e-20	3.06932233e-21	-8.87469487e-20	9.18162710e-20
760             	3.45727076e-02	1.72863538e-02	1.72863538e-02	9.28104665e-01	3.23139435e-01	6.04965230e-01	-1.40912898e-01	9.48560688e-21	-9.02996526e-20	3.06611623e-21	-8.87665945e-20	9.18327107e-20
761             	3.45515836e-02	1.72757918e-02	1.72757918e-02	9.28179768e-01	3.23155383e-01	6.05024385e-01	-1.40934501e-01	9.48717466e-21	-9.03175434e-20	3.06295980e-21	-8.87860635e-20	9.18490233e-20
762             	3.45292113e-02	1.72646056e-02	1.72646056e-02	9.28262378e-01	3.23177502e-01	6.05084876e-01	-1.40953687e-01	9.48901382e-21	-9.03371217e-20	3.04903533e-21	-8.88126040e-20	9.18616394e-20
763             	3.45071755e-02	1.72535878e-02	1.72535878e-02	9.28350005e-01	3.23203344e-01	6.05146662e-01	-1.40971659e-01	9.49072586e-21	-9.03547985e-20	3.03788362e-21	-8.88358567e-20	9.18737403e-20
764             	3.44839288e-02	1.72419644e-02	1.72419644e-02	9.28445496e-01	3.23235475e-01	6.05210021e-01	-1.40987273e-01	9.49270608e-21	-9.03743572e-20	3.01545417e-21	-8.88666301e-20	9.18820843e-20
765             	3.44609361e-02	1.72304680e-02	1.72304680e-02	9.28541698e-01	3.23270195e-01	6.05271504e-01	-1.41000654e-01	9.49456701e-21	-9.03930403e-20	2.99419593e-21	-8.88959424e-20	9.18901383e-20
766             	3.44368810e-02	1.72184405e-02	1.72184405e-02	9.28645418e-01	3.23310845e-01	6.05334573e-01	-1.41011864e-01	9.49667154e-21	-9.04136003e-20	2.96226960e-21	-8.89324655e-20	9.18947351e-20
767             	3.44130258e-02	1.72065129e-02	1.72065129e-02	9.28749572e-01	3.23354124e-01	6.05395448e-01	-1.41020662e-01	9.49866980e-21	-9.04325603e-20	2.93237228e-21	-8.89663742e-20	9.18987465e-20
768             	3.43885453e-02	1.71942727e-02	1.71942727e-02	9.28857241e-01	3.23401818e-01	6.05455423e-01	-1.41026802e-01	9.50079744e-21	-9.04531367e-20	2.89464906e-21	-8.90058122e-20	9.19004612e-20
769             	3.43633086e-02	1.71816543e-02	1.71816543e-02	9.28973969e-01	3.23455503e-01	6.05518466e-01	-1.41031481e-01	9.50306658e-21	-9.04734897e-20	2.85133173e-21	-8.90478239e-20	9.18991556e-20
770             	3.43381194e-02	1.71690597e-02	1.71690597e-02	9.29083620e-01	3.23510213e-01	6.05573407e-01	-1.41031597e-01	9.50526995e-21	-9.04939771e-20	2.80687937e-21	-8.90905374e-20	9.18974168e-20
771             	3.43121038e-02	1.71560519e-02	1.71560519e-02	9.29197402e-01	3.23569609e-01	6.05627793e-01	-1.41029092e-01	9.50764943e-21	-9.05167191e-20	2.75211993e-21	-8.91406591e-20	9.18927790e-20
772             	3.42860063e-02	1.71430032e-02	1.71430032e-02	9.29307678e-01	3.23630811e-01	6.05676867e-01	-1.41023028e-01	9.50992447e-21	-9.05373149e-20	2.70004640e-21	-8.91872917e-20	9.18873381e-20
773             	3.42590583e-02	1.71295291e-02	1.71295291e-02	9.29421219e-01	3.23696484e-01	6.05724735e-01	-1.41014126e-01	9.51241264e-21	-9.05606854e-20	2.63654043e-21	-8.92424152e-20	9.18789556e-20
774             	3.42321376e-02	1.71160688e-02	1.71160688e-02	9.29527927e-01	3.23762977e-01	6.05764950e-01	-1.41000987e-01	9.51476532e-21	-9.05826735e-20	2.57487204e-21	-8.92952374e-20	9.18701095e-20
775             	3.42047151e-02	1.71023576e-02	1.71023576e-02	9.29634042e-01	3.23832424e-01	6.05801618e-01	-1.40984597e-01	9.51722290e-21	-9.06066266e-20	2.50521397e-21	-8.93540197e-20	9.18592336e-20
776             	3.41767483e-02	1.70883742e-02	1.70883742e-02	9.29745256e-01	3.23906056e-01	6.05839200e-01	-1.40966572e-01	9.51977431e-21	-9.06303240e-20	2.43115664e-21	-8.94147457e-20	9.18459024e-20
777             	3.41488057e-02	1.70744029e-02	1.70744029e-02	9.29843625e-01	3.23979085e-01	6.05864539e-01	-1.40942727e-01	9.52225155e-21	-9.06543994e-20	2.35534770e-21	-8.94767256e-20	9.18320733e-20
778             	3.41203742e-02	1.70601871e-02	1.70601871e-02	9.29942169e-01	3.24055072e-01	6.05887097e-01	-1.40916013e-01	9.52487624e-21	-9.06807166e-20	2.27040242e-21	-8.95455154e-20	9.18159179e-20
779             	3.40916908e-02	1.70458454e-02	1.70458454e-02	9.30033128e-01	3.24131456e-01	6.05901672e-01	-1.40885108e-01	9.52738170e-21	-9.07044287e-20	2.18873788e-21	-8.96100598e-20	9.17987976e-20
780             	3.40625951e-02	1.70312976e-02	1.70312976e-02	9.30118687e-01	3.24209306e-01	6.05909381e-01	-1.40850037e-01	9.52998807e-21	-9.07304457e-20	2.09922625e-21	-8.96808325e-20	9.17800588e-20
781             	3.40330099e-02	1.70165049e-02	1.70165049e-02	9.30203592e-01	3.24289581e-01	6.05914011e-01	-1.40812215e-01	9.53266094e-21	-9.07560774e-20	2.00671008e-21	-8.97527223e-20	9.17594324e-20
782             	3.40033022e-02	1.70016511e-02	1.70016511e-02	9.30274030e-01	3.24368620e-01	6.05905410e-01	-1.40768395e-01	9.53522910e-21	-9.07821945e-20	1.91236061e-21	-8.98260142e-20	9.17383748e-20
783             	3.39732309e-02	1.69866155e-02	1.69866155e-02	9.30341352e-01	3.24449323e-01	6.05892029e-01	-1.40721353e-01	9.53791982e-21	-9.08106622e-20	1.80979464e-21	-8.99057649e-20	9.17155596e-20
784             	3.39428053e-02	1.69714026e-02	1.69714026e-02	9.30396591e-01	3.24529018e-01	6.05867574e-01	-1.40669278e-01	9.54047577e-21	-9.08364869e-20	1.71088145e-21	-8.99810461e-20	9.16919276e-20
785             	3.39119744e-02	1.69559872e-02	1.69559872e-02	9.30446372e-01	3.24609709e-01	6.05836663e-01	-1.40613477e-01	9.54317175e-21	-9.08657834e-20	1.60212173e-21	-9.00647225e-20	9.16668442e-20
786             	3.38810930e-02	1.69405465e-02	1.69405465e-02	9.30482394e-01	3.24688632e-01	6.05793762e-01	-1.40552565e-01	9.54569251e-21	-9.08938683e-20	1.49506170e-21	-9.01463375e-20	9.16413992e-20
787             	3.38498798e-02	1.69249399e-02	1.69249399e-02	9.30513137e-01	3.24768263e-01	6.05744874e-01	-1.40488305e-01	9.54834121e-21	-9.09244805e-20	1.38013071e-21	-9.02344152e-20	9.16145459e-20
788             	3.38184459e-02	1.69092230e-02	1.69092230e-02	9.30528542e-01	3.24845718e-01	6.05682824e-01	-1.40418553e-01	9.55084839e-21	-9.09531463e-20	1.26802686e-21	-9.03191329e-20	9.15871597e-20
789             	3.37866650e-02	1.68933325e-02	1.68933325e-02	9.30533486e-01	3.24922492e-01	6.05610994e-01	-1.40344251e-01	9.55340702e-21	-9.09841206e-20	1.14935156e-21	-9.04094448e-20	9.15587964e-20
790             	3.37548491e-02	1.68774246e-02	1.68774246e-02	9.30533743e-01	3.24999126e-01	6.05534617e-01	-1.40267745e-01	9.55596236e-21	-9.10151791e-20	1.02912068e-21	-9.05006188e-20	9.15297394e-20
