# Force and moment coefficients
# dragDir       : (9.98814648e-01 0.00000000e+00 4.86754399e-02)
# sideDir       : (0.00000000e+00 1.00000000e+00 -0.00000000e+00)
# liftDir       : (-4.86754399e-02 0.00000000e+00 9.98814648e-01)
# rollAxis      : (9.98814648e-01 0.00000000e+00 4.86754399e-02)
# pitchAxis     : (0.00000000e+00 1.00000000e+00 -0.00000000e+00)
# yawAxis       : (-4.86754399e-02 0.00000000e+00 9.98814648e-01)
# magUInf       : 2.49796991e+02
# lRef          : 1.00000000e+00
# Aref          : 2.00000000e-03
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
1848            	3.17103498e-02	1.58551749e-02	1.58551749e-02	8.96164101e-01	3.16016996e-01	5.80147105e-01	-1.32065055e-01	9.62212322e-21	-9.27814289e-20	3.94743515e-22	-9.25840572e-20	9.29788007e-20
1849            	3.17099285e-02	1.58549642e-02	1.58549642e-02	8.96178738e-01	3.16030640e-01	5.80148098e-01	-1.32058729e-01	9.62212279e-21	-9.27807029e-20	3.84116985e-22	-9.25886444e-20	9.29727614e-20
1850            	3.17094999e-02	1.58547499e-02	1.58547499e-02	8.96190950e-01	3.16043501e-01	5.80147449e-01	-1.32051974e-01	9.62211091e-21	-9.27801601e-20	3.73459181e-22	-9.25934305e-20	9.29668897e-20
1851            	3.17089533e-02	1.58544766e-02	1.58544766e-02	8.96201180e-01	3.16055891e-01	5.80145288e-01	-1.32044698e-01	9.62211351e-21	-9.27796129e-20	3.62793181e-22	-9.25982163e-20	9.29610095e-20
1852            	3.17085060e-02	1.58542530e-02	1.58542530e-02	8.96209770e-01	3.16067568e-01	5.80142202e-01	-1.32037317e-01	9.62209576e-21	-9.27788914e-20	3.52846938e-22	-9.26024679e-20	9.29553149e-20
1853            	3.17080429e-02	1.58540214e-02	1.58540214e-02	8.96216010e-01	3.16078477e-01	5.80137533e-01	-1.32029528e-01	9.62207002e-21	-9.27783942e-20	3.42817133e-22	-9.26069857e-20	9.29498028e-20
1854            	3.17075735e-02	1.58537868e-02	1.58537868e-02	8.96220917e-01	3.16088905e-01	5.80132012e-01	-1.32021553e-01	9.62203603e-21	-9.27778641e-20	3.33011883e-22	-9.26113582e-20	9.29443701e-20
1855            	3.17072406e-02	1.58536203e-02	1.58536203e-02	8.96224518e-01	3.16098723e-01	5.80125795e-01	-1.32013536e-01	9.62197133e-21	-9.27772067e-20	3.23771690e-22	-9.26153209e-20	9.29390926e-20
1856            	3.17067222e-02	1.58533611e-02	1.58533611e-02	8.96225796e-01	3.16107983e-01	5.80117813e-01	-1.32004915e-01	9.62194053e-21	-9.27770894e-20	3.13973298e-22	-9.26201028e-20	9.29340761e-20
1857            	3.17062934e-02	1.58531467e-02	1.58531467e-02	8.96225529e-01	3.16116459e-01	5.80109070e-01	-1.31996305e-01	9.62187400e-21	-9.27769121e-20	3.04560460e-22	-9.26246318e-20	9.29291923e-20
1858            	3.17059597e-02	1.58529798e-02	1.58529798e-02	8.96223178e-01	3.16124106e-01	5.80099072e-01	-1.31987483e-01	9.62178960e-21	-9.27767461e-20	2.95473618e-22	-9.26290093e-20	9.29244829e-20
1859            	3.17055577e-02	1.58527788e-02	1.58527788e-02	8.96219290e-01	3.16131258e-01	5.80088033e-01	-1.31978387e-01	9.62172672e-21	-9.27767980e-20	2.86363486e-22	-9.26336162e-20	9.29199797e-20
1860            	3.17052241e-02	1.58526120e-02	1.58526120e-02	8.96214036e-01	3.16137769e-01	5.80076267e-01	-1.31969249e-01	9.62164769e-21	-9.27765722e-20	2.78018837e-22	-9.26375627e-20	9.29155816e-20
1861            	3.17048693e-02	1.58524346e-02	1.58524346e-02	8.96206233e-01	3.16143428e-01	5.80062805e-01	-1.31959689e-01	9.62156992e-21	-9.27762102e-20	2.70216805e-22	-9.26411018e-20	9.29113186e-20
1862            	3.17044372e-02	1.58522186e-02	1.58522186e-02	8.96197049e-01	3.16148671e-01	5.80048379e-01	-1.31949854e-01	9.62150221e-21	-9.27758840e-20	2.62550308e-22	-9.26446089e-20	9.29071592e-20
1863            	3.17040588e-02	1.58520294e-02	1.58520294e-02	8.96186623e-01	3.16153314e-01	5.80033309e-01	-1.31939998e-01	9.62142167e-21	-9.27753960e-20	2.55576673e-22	-9.26476077e-20	9.29031843e-20
1864            	3.17036581e-02	1.58518290e-02	1.58518290e-02	8.96173631e-01	3.16157087e-01	5.80016543e-01	-1.31929728e-01	9.62133392e-21	-9.27750044e-20	2.48883070e-22	-9.26505629e-20	9.28994459e-20
1865            	3.17032046e-02	1.58516023e-02	1.58516023e-02	8.96159571e-01	3.16160444e-01	5.79999127e-01	-1.31919342e-01	9.62124519e-21	-9.27745423e-20	2.42526951e-22	-9.26532789e-20	9.28958058e-20
1866            	3.17027916e-02	1.58513958e-02	1.58513958e-02	8.96144287e-01	3.16163248e-01	5.79981039e-01	-1.31908895e-01	9.62114844e-21	-9.27738924e-20	2.36947420e-22	-9.26554187e-20	9.28923661e-20
1867            	3.17023671e-02	1.58511836e-02	1.58511836e-02	8.96126634e-01	3.16165199e-01	5.79961435e-01	-1.31898118e-01	9.62104023e-21	-9.27734954e-20	2.31411884e-22	-9.26577895e-20	9.28892013e-20
1868            	3.17019963e-02	1.58509981e-02	1.58509981e-02	8.96108748e-01	3.16166734e-01	5.79942014e-01	-1.31887640e-01	9.62091044e-21	-9.27730357e-20	2.26396079e-22	-9.26598376e-20	9.28862337e-20
1869            	3.17016415e-02	1.58508208e-02	1.58508208e-02	8.96089660e-01	3.16167672e-01	5.79921989e-01	-1.31877159e-01	9.62077288e-21	-9.27726664e-20	2.21688885e-22	-9.26618220e-20	9.28835109e-20
1870            	3.17012962e-02	1.58506481e-02	1.58506481e-02	8.96068345e-01	3.16167771e-01	5.79900574e-01	-1.31866401e-01	9.62062519e-21	-9.27725901e-20	2.16938561e-22	-9.26641209e-20	9.28810594e-20
1871            	3.17010283e-02	1.58505141e-02	1.58505141e-02	8.96046945e-01	3.16167414e-01	5.79879531e-01	-1.31856058e-01	9.62045836e-21	-9.27727160e-20	2.12279480e-22	-9.26665763e-20	9.28788557e-20
1872            	3.17008732e-02	1.58504366e-02	1.58504366e-02	8.96024695e-01	3.16166455e-01	5.79858240e-01	-1.31845893e-01	9.62027725e-21	-9.27731528e-20	2.07626931e-22	-9.26693394e-20	9.28769663e-20
1873            	3.17007850e-02	1.58503925e-02	1.58503925e-02	8.96000816e-01	3.16164668e-01	5.79836148e-01	-1.31835740e-01	9.62008778e-21	-9.27737353e-20	2.03105480e-22	-9.26721826e-20	9.28752881e-20
1874            	3.17008006e-02	1.58504003e-02	1.58504003e-02	8.95977116e-01	3.16162442e-01	5.79814674e-01	-1.31826116e-01	9.61988911e-21	-9.27744058e-20	1.98867955e-22	-9.26749718e-20	9.28738398e-20
1875            	3.17008988e-02	1.58504494e-02	1.58504494e-02	8.95952509e-01	3.16159664e-01	5.79792845e-01	-1.31816590e-01	9.61968848e-21	-9.27751518e-20	1.94920468e-22	-9.26776915e-20	9.28726120e-20
1876            	3.17010134e-02	1.58505067e-02	1.58505067e-02	8.95926244e-01	3.16156177e-01	5.79770068e-01	-1.31806945e-01	9.61948806e-21	-9.27757329e-20	1.91535713e-22	-9.26799650e-20	9.28715008e-20
1877            	3.17012066e-02	1.58506033e-02	1.58506033e-02	8.95900282e-01	3.16152332e-01	5.79747950e-01	-1.31797809e-01	9.61928312e-21	-9.27762875e-20	1.88659806e-22	-9.26819576e-20	9.28706174e-20
1878            	3.17014507e-02	1.58507254e-02	1.58507254e-02	8.95873560e-01	3.16147963e-01	5.79725597e-01	-1.31788817e-01	9.61907491e-21	-9.27768352e-20	1.86190734e-22	-9.26837398e-20	9.28699306e-20
1879            	3.17017146e-02	1.58508573e-02	1.58508573e-02	8.95845315e-01	3.16142954e-01	5.79702362e-01	-1.31779704e-01	9.61886122e-21	-9.27772586e-20	1.84248962e-22	-9.26851341e-20	9.28693831e-20
1880            	3.17020466e-02	1.58510233e-02	1.58510233e-02	8.95817666e-01	3.16137650e-01	5.79680016e-01	-1.31771183e-01	9.61864330e-21	-9.27774770e-20	1.83140891e-22	-9.26859065e-20	9.28690474e-20
1881            	3.17024053e-02	1.58512027e-02	1.58512027e-02	8.95788930e-01	3.16131872e-01	5.79657058e-01	-1.31762593e-01	9.61841809e-21	-9.27776884e-20	1.82232733e-22	-9.26865720e-20	9.28688047e-20
1882            	3.17027659e-02	1.58513830e-02	1.58513830e-02	8.95759983e-01	3.16125708e-01	5.79634275e-01	-1.31754283e-01	9.61820245e-21	-9.27778984e-20	1.82044223e-22	-9.26868763e-20	9.28689205e-20
1883            	3.17032138e-02	1.58516069e-02	1.58516069e-02	8.95730888e-01	3.16119087e-01	5.79611801e-01	-1.31746357e-01	9.61796449e-21	-9.27779374e-20	1.82450491e-22	-9.26867121e-20	9.28691626e-20
1884            	3.17036573e-02	1.58518287e-02	1.58518287e-02	8.95701489e-01	3.16112090e-01	5.79589399e-01	-1.31738654e-01	9.61772373e-21	-9.27779193e-20	1.83268730e-22	-9.26862849e-20	9.28695537e-20
1885            	3.17041273e-02	1.58520636e-02	1.58520636e-02	8.95671519e-01	3.16104662e-01	5.79566857e-01	-1.31731098e-01	9.61747882e-21	-9.27779775e-20	1.84392477e-22	-9.26857812e-20	9.28701737e-20
1886            	3.17046802e-02	1.58523401e-02	1.58523401e-02	8.95641918e-01	3.16096870e-01	5.79545048e-01	-1.31724089e-01	9.61722724e-21	-9.27780228e-20	1.85902520e-22	-9.26850715e-20	9.28709740e-20
1887            	3.17052400e-02	1.58526200e-02	1.58526200e-02	8.95611367e-01	3.16088637e-01	5.79522731e-01	-1.31717047e-01	9.61697989e-21	-9.27780606e-20	1.87649459e-22	-9.26842359e-20	9.28718854e-20
1888            	3.17058913e-02	1.58529457e-02	1.58529457e-02	8.95582038e-01	3.16080196e-01	5.79501841e-01	-1.31710823e-01	9.61673187e-21	-9.27782132e-20	1.89851445e-22	-9.26832874e-20	9.28731389e-20
1889            	3.17064952e-02	1.58532476e-02	1.58532476e-02	8.95551409e-01	3.16071359e-01	5.79480050e-01	-1.31704346e-01	9.61649084e-21	-9.27783213e-20	1.92138937e-22	-9.26822519e-20	9.28743908e-20
1890            	3.17071449e-02	1.58535725e-02	1.58535725e-02	8.95522054e-01	3.16062423e-01	5.79459631e-01	-1.31698604e-01	9.61625592e-21	-9.27783081e-20	1.95197041e-22	-9.26807096e-20	9.28759066e-20
1891            	3.17077480e-02	1.58538740e-02	1.58538740e-02	8.95491700e-01	3.16053165e-01	5.79438535e-01	-1.31692685e-01	9.61602611e-21	-9.27781251e-20	1.98510804e-22	-9.26788697e-20	9.28773805e-20
1892            	3.17083151e-02	1.58541575e-02	1.58541575e-02	8.95461933e-01	3.16043815e-01	5.79418118e-01	-1.31687151e-01	9.61581306e-21	-9.27777372e-20	2.02712680e-22	-9.26763808e-20	9.28790935e-20
1893            	3.17088247e-02	1.58544124e-02	1.58544124e-02	8.95431644e-01	3.16034249e-01	5.79397395e-01	-1.31681573e-01	9.61559970e-21	-9.27771389e-20	2.07192622e-22	-9.26735425e-20	9.28807352e-20
1894            	3.17093194e-02	1.58546597e-02	1.58546597e-02	8.95402154e-01	3.16024621e-01	5.79377533e-01	-1.31676456e-01	9.61539400e-21	-9.27765633e-20	2.12278448e-22	-9.26704241e-20	9.28827025e-20
1895            	3.17097817e-02	1.58548909e-02	1.58548909e-02	8.95372398e-01	3.16014795e-01	5.79357603e-01	-1.31671404e-01	9.61518163e-21	-9.27759439e-20	2.17367881e-22	-9.26672599e-20	9.28846278e-20
1896            	3.17102271e-02	1.58551136e-02	1.58551136e-02	8.95343564e-01	3.16004950e-01	5.79338614e-01	-1.31666832e-01	9.61498112e-21	-9.27752530e-20	2.23203626e-22	-9.26636512e-20	9.28868548e-20
1897            	3.17106723e-02	1.58553361e-02	1.58553361e-02	8.95315099e-01	3.15994994e-01	5.79320105e-01	-1.31662555e-01	9.61476915e-21	-9.27745535e-20	2.28931152e-22	-9.26600879e-20	9.28890191e-20
1898            	3.17111529e-02	1.58555765e-02	1.58555765e-02	8.95287651e-01	3.15984973e-01	5.79302677e-01	-1.31658852e-01	9.61456184e-21	-9.27738598e-20	2.35382278e-22	-9.26561686e-20	9.28915509e-20
1899            	3.17115656e-02	1.58557828e-02	1.58557828e-02	8.95260171e-01	3.15974858e-01	5.79285313e-01	-1.31655227e-01	9.61434957e-21	-9.27732368e-20	2.41512869e-22	-9.26524803e-20	9.28939932e-20
1900            	3.17120496e-02	1.58560248e-02	1.58560248e-02	8.95234325e-01	3.15964779e-01	5.79269545e-01	-1.31652383e-01	9.61413959e-21	-9.27727678e-20	2.48082927e-22	-9.26487264e-20	9.28968093e-20
1901            	3.17125051e-02	1.58562525e-02	1.58562525e-02	8.95208898e-01	3.15954637e-01	5.79254261e-01	-1.31649812e-01	9.61392386e-21	-9.27724759e-20	2.54095852e-22	-9.26454280e-20	9.28995239e-20
1902            	3.17130328e-02	1.58565164e-02	1.58565164e-02	8.95184470e-01	3.15944432e-01	5.79240039e-01	-1.31647804e-01	9.61371626e-21	-9.27724969e-20	2.60348172e-22	-9.26423228e-20	9.29026710e-20
1903            	3.17136173e-02	1.58568087e-02	1.58568087e-02	8.95161534e-01	3.15934317e-01	5.79227218e-01	-1.31646450e-01	9.61349284e-21	-9.27724980e-20	2.66299922e-22	-9.26393480e-20	9.29056479e-20
1904            	3.17141915e-02	1.58570957e-02	1.58570957e-02	8.95139119e-01	3.15924162e-01	5.79214957e-01	-1.31645398e-01	9.61329404e-21	-9.27728639e-20	2.72313636e-22	-9.26367071e-20	9.29090207e-20
1905            	3.17148411e-02	1.58574205e-02	1.58574205e-02	8.95118508e-01	3.15914204e-01	5.79204303e-01	-1.31645049e-01	9.61308125e-21	-9.27728335e-20	2.78576237e-22	-9.26335453e-20	9.29121216e-20
1906            	3.17154820e-02	1.58577410e-02	1.58577410e-02	8.95098611e-01	3.15904287e-01	5.79194323e-01	-1.31645018e-01	9.61290000e-21	-9.27729767e-20	2.85185150e-22	-9.26303841e-20	9.29155693e-20
1907            	3.17161389e-02	1.58580694e-02	1.58580694e-02	8.95079953e-01	3.15894528e-01	5.79185425e-01	-1.31645448e-01	9.61271589e-21	-9.27729031e-20	2.92022110e-22	-9.26268921e-20	9.29189142e-20
1908            	3.17167118e-02	1.58583559e-02	1.58583559e-02	8.95061795e-01	3.15884961e-01	5.79176835e-01	-1.31645937e-01	9.61254184e-21	-9.27727007e-20	2.98817747e-22	-9.26232919e-20	9.29221096e-20
1909            	3.17173682e-02	1.58586841e-02	1.58586841e-02	8.95045443e-01	3.15875583e-01	5.79169860e-01	-1.31647139e-01	9.61237463e-21	-9.27724771e-20	3.06244785e-22	-9.26193547e-20	9.29255994e-20
1910            	3.17180514e-02	1.58590257e-02	1.58590257e-02	8.95030707e-01	3.15866457e-01	5.79164250e-01	-1.31648896e-01	9.61220925e-21	-9.27722026e-20	3.13648781e-22	-9.26153782e-20	9.29290270e-20
1911            	3.17185923e-02	1.58592962e-02	1.58592962e-02	8.95015907e-01	3.15857539e-01	5.79158368e-01	-1.31650414e-01	9.61206173e-21	-9.27718937e-20	3.20832147e-22	-9.26114777e-20	9.29323098e-20
1912            	3.17192734e-02	1.58596367e-02	1.58596367e-02	8.95003091e-01	3.15848816e-01	5.79154274e-01	-1.31652729e-01	9.61190672e-21	-9.27714512e-20	3.28818628e-22	-9.26070419e-20	9.29358605e-20
1913            	3.17199268e-02	1.58599634e-02	1.58599634e-02	8.94992054e-01	3.15840490e-01	5.79151564e-01	-1.31655537e-01	9.61175970e-21	-9.27709965e-20	3.36635894e-22	-9.26026786e-20	9.29393145e-20
1914            	3.17204305e-02	1.58602153e-02	1.58602153e-02	8.94980969e-01	3.15832416e-01	5.79148553e-01	-1.31658068e-01	9.61163236e-21	-9.27705951e-20	3.44056008e-22	-9.25985671e-20	9.29426231e-20
1915            	3.17210068e-02	1.58605034e-02	1.58605034e-02	8.94971259e-01	3.15824510e-01	5.79146749e-01	-1.31661120e-01	9.61150378e-21	-9.27702814e-20	3.51794681e-22	-9.25943841e-20	9.29461788e-20
1916            	3.17216688e-02	1.58608344e-02	1.58608344e-02	8.94963878e-01	3.15817027e-01	5.79146850e-01	-1.31664912e-01	9.61137325e-21	-9.27699917e-20	3.59348516e-22	-9.25903174e-20	9.29496659e-20
1917            	3.17221488e-02	1.58610744e-02	1.58610744e-02	8.94956806e-01	3.15809950e-01	5.79146855e-01	-1.31668452e-01	9.61127036e-21	-9.27696585e-20	3.66504447e-22	-9.25864063e-20	9.29529107e-20
1918            	3.17227082e-02	1.58613541e-02	1.58613541e-02	8.94951443e-01	3.15803159e-01	5.79148284e-01	-1.31672562e-01	9.61117130e-21	-9.27692187e-20	3.74202908e-22	-9.25821173e-20	9.29563202e-20
1919            	3.17232492e-02	1.58616246e-02	1.58616246e-02	8.94947575e-01	3.15796776e-01	5.79150798e-01	-1.31677011e-01	9.61108565e-21	-9.27687308e-20	3.81748159e-22	-9.25778568e-20	9.29596049e-20
1920            	3.17235994e-02	1.58617997e-02	1.58617997e-02	8.94943888e-01	3.15790866e-01	5.79153022e-01	-1.31681078e-01	9.61102672e-21	-9.27679776e-20	3.89227586e-22	-9.25733638e-20	9.29625914e-20
1921            	3.17239744e-02	1.58619872e-02	1.58619872e-02	8.94941969e-01	3.15785382e-01	5.79156588e-01	-1.31685603e-01	9.61097327e-21	-9.27670703e-20	3.97198137e-22	-9.25684712e-20	9.29656694e-20
1922            	3.17243383e-02	1.58621691e-02	1.58621691e-02	8.94941728e-01	3.15780383e-01	5.79161346e-01	-1.31690481e-01	9.61092888e-21	-9.27661512e-20	4.04969782e-22	-9.25636663e-20	9.29686361e-20
1923            	3.17244862e-02	1.58622431e-02	1.58622431e-02	8.94941533e-01	3.15775847e-01	5.79165685e-01	-1.31694919e-01	9.61090684e-21	-9.27651577e-20	4.12342333e-22	-9.25589865e-20	9.29713288e-20
1924            	3.17246429e-02	1.58623214e-02	1.58623214e-02	8.94942868e-01	3.15771749e-01	5.79171119e-01	-1.31699685e-01	9.61088873e-21	-9.27640483e-20	4.20121266e-22	-9.25539876e-20	9.29741089e-20
1925            	3.17247259e-02	1.58623630e-02	1.58623630e-02	8.94945518e-01	3.15768127e-01	5.79177391e-01	-1.31704632e-01	9.61086764e-21	-9.27629209e-20	4.27250592e-22	-9.25492956e-20	9.29765462e-20
1926            	3.17247153e-02	1.58623576e-02	1.58623576e-02	8.94948956e-01	3.15764999e-01	5.79183957e-01	-1.31709479e-01	9.61088492e-21	-9.27619610e-20	4.34565068e-22	-9.25446785e-20	9.29792436e-20
1927            	3.17247536e-02	1.58623768e-02	1.58623768e-02	8.94954014e-01	3.15762299e-01	5.79191715e-01	-1.31714708e-01	9.61088278e-21	-9.27610420e-20	4.41442875e-22	-9.25403206e-20	9.29817635e-20
1928            	3.17247332e-02	1.58623666e-02	1.58623666e-02	8.94960282e-01	3.15760093e-01	5.79200188e-01	-1.31720047e-01	9.61088742e-21	-9.27603101e-20	4.47775274e-22	-9.25364224e-20	9.29841977e-20
1929            	3.17247038e-02	1.58623519e-02	1.58623519e-02	8.94967887e-01	3.15758314e-01	5.79209573e-01	-1.31725629e-01	9.61089312e-21	-9.27598447e-20	4.53479581e-22	-9.25331050e-20	9.29865845e-20
1930            	3.17246881e-02	1.58623441e-02	1.58623441e-02	8.94976950e-01	3.15756979e-01	5.79219970e-01	-1.31731495e-01	9.61089935e-21	-9.27596863e-20	4.58471703e-22	-9.25304504e-20	9.29889221e-20
1931            	3.17246902e-02	1.58623451e-02	1.58623451e-02	8.94987433e-01	3.15756081e-01	5.79231352e-01	-1.31737636e-01	9.61091003e-21	-9.27597283e-20	4.62906802e-22	-9.25282749e-20	9.29911817e-20
1932            	3.17246898e-02	1.58623449e-02	1.58623449e-02	8.94999121e-01	3.15755602e-01	5.79243518e-01	-1.31743958e-01	9.61092877e-21	-9.27599086e-20	4.66852149e-22	-9.25264825e-20	9.29933347e-20
1933            	3.17246482e-02	1.58623241e-02	1.58623241e-02	8.95011849e-01	3.15755591e-01	5.79256259e-01	-1.31750334e-01	9.61096052e-21	-9.27601102e-20	4.70448741e-22	-9.25248858e-20	9.29953345e-20
1934            	3.17246107e-02	1.58623053e-02	1.58623053e-02	8.95025841e-01	3.15756057e-01	5.79269784e-01	-1.31756863e-01	9.61100197e-21	-9.27601772e-20	4.73988220e-22	-9.25231831e-20	9.29971713e-20
1935            	3.17244739e-02	1.58622370e-02	1.58622370e-02	8.95040642e-01	3.15757004e-01	5.79283639e-01	-1.31763317e-01	9.61106051e-21	-9.27602574e-20	4.77139673e-22	-9.25216875e-20	9.29988272e-20
1936            	3.17243172e-02	1.58621586e-02	1.58621586e-02	8.95056458e-01	3.15758417e-01	5.79298041e-01	-1.31769812e-01	9.61112415e-21	-9.27603215e-20	4.80054282e-22	-9.25202943e-20	9.30003486e-20
1937            	3.17241256e-02	1.58620628e-02	1.58620628e-02	8.95073294e-01	3.15760282e-01	5.79313013e-01	-1.31776365e-01	9.61119443e-21	-9.27604355e-20	4.82583816e-22	-9.25191436e-20	9.30017274e-20
1938            	3.17238822e-02	1.58619411e-02	1.58619411e-02	8.95091005e-01	3.15762615e-01	5.79328390e-01	-1.31782887e-01	9.61127478e-21	-9.27605601e-20	4.84771292e-22	-9.25181745e-20	9.30029458e-20
1939            	3.17235943e-02	1.58617971e-02	1.58617971e-02	8.95109646e-01	3.15765414e-01	5.79344231e-01	-1.31789408e-01	9.61136336e-21	-9.27606925e-20	4.86630566e-22	-9.25173772e-20	9.30040077e-20
1940            	3.17232443e-02	1.58616221e-02	1.58616221e-02	8.95129046e-01	3.15768683e-01	5.79360362e-01	-1.31795839e-01	9.61146442e-21	-9.27608074e-20	4.88170746e-22	-9.25167221e-20	9.30048928e-20
1941            	3.17228355e-02	1.58614178e-02	1.58614178e-02	8.95149213e-01	3.15772421e-01	5.79376792e-01	-1.31802185e-01	9.61157613e-21	-9.27608856e-20	4.89428066e-22	-9.25161716e-20	9.30055996e-20
1942            	3.17223756e-02	1.58611878e-02	1.58611878e-02	8.95170124e-01	3.15776612e-01	5.79393512e-01	-1.31808450e-01	9.61169537e-21	-9.27610481e-20	4.90214987e-22	-9.25159406e-20	9.30061556e-20
1943            	3.17219008e-02	1.58609504e-02	1.58609504e-02	8.95191865e-01	3.15781222e-01	5.79410643e-01	-1.31814711e-01	9.61181796e-21	-9.27612951e-20	4.90569106e-22	-9.25160105e-20	9.30065796e-20
1944            	3.17213498e-02	1.58606749e-02	1.58606749e-02	8.95214177e-01	3.15786294e-01	5.79427883e-01	-1.31820795e-01	9.61195445e-21	-9.27615735e-20	4.90490070e-22	-9.25163285e-20	9.30068186e-20
1945            	3.17207357e-02	1.58603679e-02	1.58603679e-02	8.95237019e-01	3.15791818e-01	5.79445202e-01	-1.31826692e-01	9.61210320e-21	-9.27617631e-20	4.90191967e-22	-9.25166671e-20	9.30068591e-20
1946            	3.17200316e-02	1.58600158e-02	1.58600158e-02	8.95260200e-01	3.15797793e-01	5.79462408e-01	-1.31832307e-01	9.61226753e-21	-9.27618647e-20	4.89647248e-22	-9.25170411e-20	9.30066883e-20
1947            	3.17193310e-02	1.58596655e-02	1.58596655e-02	8.95284095e-01	3.15804178e-01	5.79479917e-01	-1.31837870e-01	9.61243364e-21	-9.27619479e-20	4.88840817e-22	-9.25175275e-20	9.30063683e-20
1948            	3.17185087e-02	1.58592544e-02	1.58592544e-02	8.95307934e-01	3.15810986e-01	5.79496947e-01	-1.31842981e-01	9.61261631e-21	-9.27621286e-20	4.87476431e-22	-9.25183904e-20	9.30058668e-20
1949            	3.17176066e-02	1.58588033e-02	1.58588033e-02	8.95332074e-01	3.15818205e-01	5.79513869e-01	-1.31847832e-01	9.61280757e-21	-9.27623405e-20	4.85689316e-22	-9.25194958e-20	9.30051851e-20
1950            	3.17166380e-02	1.58583190e-02	1.58583190e-02	8.95356219e-01	3.15825760e-01	5.79530458e-01	-1.31852349e-01	9.61300748e-21	-9.27626405e-20	4.83433654e-22	-9.25209236e-20	9.30043573e-20
1951            	3.17155794e-02	1.58577897e-02	1.58577897e-02	8.95380628e-01	3.15833735e-01	5.79546894e-01	-1.31856580e-01	9.61321821e-21	-9.27629864e-20	4.80706031e-22	-9.25226334e-20	9.30033394e-20
1952            	3.17144211e-02	1.58572105e-02	1.58572105e-02	8.95404930e-01	3.15842068e-01	5.79562862e-01	-1.31860397e-01	9.61344062e-21	-9.27633587e-20	4.77573609e-22	-9.25245719e-20	9.30021455e-20
1953            	3.17131703e-02	1.58565852e-02	1.58565852e-02	8.95429012e-01	3.15850715e-01	5.79578296e-01	-1.31863791e-01	9.61367108e-21	-9.27638264e-20	4.73943387e-22	-9.25268548e-20	9.30007981e-20
1954            	3.17118387e-02	1.58559194e-02	1.58559194e-02	8.95453141e-01	3.15859697e-01	5.79593445e-01	-1.31866874e-01	9.61390536e-21	-9.27644013e-20	4.69796544e-22	-9.25295031e-20	9.29992996e-20
1955            	3.17104610e-02	1.58552305e-02	1.58552305e-02	8.95477041e-01	3.15868898e-01	5.79608143e-01	-1.31869622e-01	9.61414025e-21	-9.27651432e-20	4.65110574e-22	-9.25325879e-20	9.29976985e-20
1956            	3.17090282e-02	1.58545141e-02	1.58545141e-02	8.95500917e-01	3.15878383e-01	5.79622533e-01	-1.31872075e-01	9.61437545e-21	-9.27661585e-20	4.59666396e-22	-9.25363253e-20	9.29959917e-20
1957            	3.17075924e-02	1.58537962e-02	1.58537962e-02	8.95524987e-01	3.15888106e-01	5.79636881e-01	-1.31874387e-01	9.61460499e-21	-9.27674096e-20	4.53569711e-22	-9.25406248e-20	9.29941945e-20
1958            	3.17061535e-02	1.58530767e-02	1.58530767e-02	8.95548761e-01	3.15897940e-01	5.79650821e-01	-1.31876440e-01	9.61483316e-21	-9.27688835e-20	4.46865943e-22	-9.25454505e-20	9.29923165e-20
1959            	3.17046990e-02	1.58523495e-02	1.58523495e-02	8.95572477e-01	3.15907982e-01	5.79664495e-01	-1.31878256e-01	9.61506246e-21	-9.27705315e-20	4.39571979e-22	-9.25507455e-20	9.29903175e-20
1960            	3.17032297e-02	1.58516148e-02	1.58516148e-02	8.95595942e-01	3.15918164e-01	5.79677778e-01	-1.31879807e-01	9.61529524e-21	-9.27721644e-20	4.32009337e-22	-9.25561597e-20	9.29881690e-20
1961            	3.17017108e-02	1.58508554e-02	1.58508554e-02	8.95619061e-01	3.15928552e-01	5.79690509e-01	-1.31880978e-01	9.61553713e-21	-9.27737661e-20	4.24157425e-22	-9.25616874e-20	9.29858448e-20
1962            	3.17001486e-02	1.58500743e-02	1.58500743e-02	8.95641902e-01	3.15939127e-01	5.79702775e-01	-1.31881824e-01	9.61578167e-21	-9.27753840e-20	4.15970612e-22	-9.25673987e-20	9.29833693e-20
1963            	3.16985639e-02	1.58492820e-02	1.58492820e-02	8.95664043e-01	3.15949756e-01	5.79714287e-01	-1.31882266e-01	9.61602650e-21	-9.27770850e-20	4.07417724e-22	-9.25733761e-20	9.29807939e-20
1964            	3.16969516e-02	1.58484758e-02	1.58484758e-02	8.95685580e-01	3.15960445e-01	5.79725135e-01	-1.31882345e-01	9.61626932e-21	-9.27788416e-20	3.98531634e-22	-9.25795758e-20	9.29781074e-20
1965            	3.16953002e-02	1.58476501e-02	1.58476501e-02	8.95706800e-01	3.15971313e-01	5.79735488e-01	-1.31882087e-01	9.61651349e-21	-9.27806871e-20	3.89211604e-22	-9.25860813e-20	9.29752929e-20
