# Force and moment coefficients
# dragDir       : (9.65925867e-01 2.58818893e-01 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (-2.58818893e-01 9.65925867e-01 0.00000000e+00)
# rollAxis      : (9.65925867e-01 2.58818893e-01 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (-2.58818893e-01 9.65925867e-01 0.00000000e+00)
# magUInf       : 4.50000000e+01
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e-01
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
1600            	1.73265647e-01	8.66371802e-02	8.66284670e-02	1.05173410e+00	5.22196881e-01	5.29537218e-01	-3.67016811e-03	4.35663451e-06	-3.40490357e-06	-3.39205264e-06	-5.10092990e-06	1.70887725e-06
1650            	1.73259206e-01	8.66337747e-02	8.66254312e-02	1.05172647e+00	5.22209841e-01	5.29516628e-01	-3.65339355e-03	4.17173274e-06	-3.32054403e-06	-3.82273846e-06	-5.23191326e-06	1.40917480e-06
1700            	1.73249646e-01	8.66289355e-02	8.66207102e-02	1.05176020e+00	5.22229555e-01	5.29530643e-01	-3.65054373e-03	4.11260521e-06	-3.33216335e-06	-3.49354129e-06	-5.07893399e-06	1.58539270e-06
1750            	1.73260023e-01	8.66343311e-02	8.66256914e-02	1.05175945e+00	5.22220795e-01	5.29538651e-01	-3.65892805e-03	4.31984464e-06	-3.08907564e-06	-3.39816947e-06	-4.78816037e-06	1.38999090e-06
1800            	1.73265235e-01	8.66368566e-02	8.66283786e-02	1.05176601e+00	5.22225912e-01	5.29540093e-01	-3.65709026e-03	4.23899932e-06	-3.40639623e-06	-3.48215170e-06	-5.14747208e-06	1.66532038e-06
1850            	1.73266784e-01	8.66374658e-02	8.66293179e-02	1.05174972e+00	5.22211029e-01	5.29538693e-01	-3.66383197e-03	4.07393273e-06	-3.09585571e-06	-3.52431091e-06	-4.85801117e-06	1.33370026e-06
1900            	1.73263978e-01	8.66365262e-02	8.66274522e-02	1.05178844e+00	5.22243365e-01	5.29545074e-01	-3.65085442e-03	4.53701960e-06	-3.31069198e-06	-3.54642897e-06	-5.08390646e-06	1.53747749e-06
1950            	1.73262865e-01	8.66357280e-02	8.66271366e-02	1.05170781e+00	5.22181906e-01	5.29525904e-01	-3.67199862e-03	4.29572488e-06	-3.26520219e-06	-3.50423218e-06	-5.01731828e-06	1.51308610e-06
2000            	1.73263315e-01	8.66360346e-02	8.66272804e-02	1.05179770e+00	5.22250300e-01	5.29547405e-01	-3.64855263e-03	4.37711317e-06	-3.24946451e-06	-3.47892063e-06	-4.98892483e-06	1.51000420e-06
2050            	1.73256571e-01	8.66323013e-02	8.66242697e-02	1.05174336e+00	5.22212846e-01	5.29530518e-01	-3.65883613e-03	4.01580182e-06	-3.02519075e-06	-3.46862897e-06	-4.75950523e-06	1.29087626e-06
2100            	1.73260996e-01	8.66349635e-02	8.66260327e-02	1.05177514e+00	5.22234022e-01	5.29541117e-01	-3.65354765e-03	4.46539240e-06	-3.51799828e-06	-3.47823647e-06	-5.25711652e-06	1.77888005e-06
2150            	1.73266862e-01	8.66375827e-02	8.66292792e-02	1.05173402e+00	5.22202366e-01	5.29531659e-01	-3.66464635e-03	4.15177818e-06	-3.14097204e-06	-3.50210765e-06	-4.89202586e-06	1.38991822e-06
2200            	1.73255342e-01	8.66317627e-02	8.66235795e-02	1.05175726e+00	5.22227707e-01	5.29529556e-01	-3.65092448e-03	4.09160078e-06	-3.02976013e-06	-3.43852280e-06	-4.74902153e-06	1.31049874e-06
2250            	1.73263589e-01	8.66360975e-02	8.66274914e-02	1.05178391e+00	5.22235047e-01	5.29548862e-01	-3.65690757e-03	4.30301616e-06	-3.36965463e-06	-3.47498678e-06	-5.10714802e-06	1.63216124e-06
2300            	1.73272024e-01	8.66400222e-02	8.66320021e-02	1.05171389e+00	5.22196161e-01	5.29517726e-01	-3.66078255e-03	4.01003899e-06	-2.57425016e-06	-3.59924316e-06	-4.37387174e-06	7.74628582e-07
2350            	1.73261012e-01	8.66344389e-02	8.66265728e-02	1.05185175e+00	5.22283839e-01	5.29567912e-01	-3.64203681e-03	3.93304197e-06	-3.33407716e-06	-3.52656566e-06	-5.09735999e-06	1.57079433e-06
2400            	1.73264600e-01	8.66363895e-02	8.66282109e-02	1.05173833e+00	5.22204663e-01	5.29533670e-01	-3.66450341e-03	4.08929854e-06	-3.03217931e-06	-3.54393027e-06	-4.80414445e-06	1.26021417e-06
2450            	1.73254651e-01	8.66311559e-02	8.66234950e-02	1.05176811e+00	5.22223386e-01	5.29544720e-01	-3.66066712e-03	3.83048755e-06	-3.50441232e-06	-3.85123210e-06	-5.43002837e-06	1.57879628e-06
2500            	1.73264190e-01	8.66363062e-02	8.66278841e-02	1.05173687e+00	5.22206699e-01	5.29530172e-01	-3.66173650e-03	4.21105318e-06	-3.19159545e-06	-3.43908573e-06	-4.91113832e-06	1.47205259e-06
2550            	1.73271233e-01	8.66402294e-02	8.66310040e-02	1.05174732e+00	5.22205441e-01	5.29541879e-01	-3.66821889e-03	4.61269970e-06	-3.47276850e-06	-3.55526440e-06	-5.25040070e-06	1.69513630e-06
2600            	1.73267263e-01	8.66378876e-02	8.66293757e-02	1.05176336e+00	5.22227354e-01	5.29536005e-01	-3.65432559e-03	4.25593855e-06	-3.27702277e-06	-3.48234616e-06	-5.01819585e-06	1.53584969e-06
2650            	1.73259152e-01	8.66339800e-02	8.66251716e-02	1.05173711e+00	5.22202027e-01	5.29535085e-01	-3.66652881e-03	4.40422867e-06	-3.42062020e-06	-3.57814981e-06	-5.20969511e-06	1.63154530e-06
2700            	1.73271407e-01	8.66399932e-02	8.66314140e-02	1.05173697e+00	5.22194869e-01	5.29542096e-01	-3.67361323e-03	4.28957579e-06	-3.53032668e-06	-3.46698982e-06	-5.26382159e-06	1.79683177e-06
2750            	1.73262152e-01	8.66354597e-02	8.66266922e-02	1.05170564e+00	5.22188318e-01	5.29517320e-01	-3.66450127e-03	4.38372522e-06	-3.52297687e-06	-3.39448122e-06	-5.22021748e-06	1.82573625e-06
2800            	1.73263436e-01	8.66356806e-02	8.66277549e-02	1.05173584e+00	5.22207357e-01	5.29528481e-01	-3.66056189e-03	3.96286138e-06	-2.99339448e-06	-3.52460904e-06	-4.75569900e-06	1.23108996e-06
2850            	1.73270907e-01	8.66393150e-02	8.66315921e-02	1.05178175e+00	5.22242391e-01	5.29539358e-01	-3.64848356e-03	3.86142918e-06	-3.12644056e-06	-3.71211176e-06	-4.98249644e-06	1.27038468e-06
2900            	1.73259875e-01	8.66341011e-02	8.66257736e-02	1.05181694e+00	5.22266322e-01	5.29550619e-01	-3.64214846e-03	4.16374076e-06	-3.32338208e-06	-3.46192596e-06	-5.05434506e-06	1.59241910e-06
2950            	1.73255345e-01	8.66320261e-02	8.66233187e-02	1.05174189e+00	5.22209291e-01	5.29532603e-01	-3.66165586e-03	4.35367850e-06	-3.29330246e-06	-3.40944865e-06	-4.99802679e-06	1.58857814e-06
3000            	1.73272533e-01	8.66405161e-02	8.66320167e-02	1.05177065e+00	5.22225060e-01	5.29545591e-01	-3.66026541e-03	4.24973837e-06	-3.49579603e-06	-3.54394965e-06	-5.26777086e-06	1.72382120e-06
3050            	1.73259718e-01	8.66345361e-02	8.66251819e-02	1.05177818e+00	5.22228333e-01	5.29549847e-01	-3.66075664e-03	4.67709412e-06	-3.50811239e-06	-3.45158364e-06	-5.23390421e-06	1.78232057e-06
3100            	1.73261777e-01	8.66350216e-02	8.66267553e-02	1.05173154e+00	5.22205374e-01	5.29526163e-01	-3.66039448e-03	4.13317255e-06	-2.80588472e-06	-3.46865020e-06	-4.54020982e-06	1.07155962e-06
3150            	1.73258484e-01	8.66334469e-02	8.66250370e-02	1.05180858e+00	5.22257747e-01	5.29550831e-01	-3.64654169e-03	4.20495751e-06	-3.00544737e-06	-3.48821849e-06	-4.74955662e-06	1.26133813e-06
3200            	1.73258007e-01	8.66332341e-02	8.66247725e-02	1.05176634e+00	5.22236094e-01	5.29530247e-01	-3.64707668e-03	4.23078416e-06	-3.36769675e-06	-3.60084249e-06	-5.16811800e-06	1.56727551e-06
3250            	1.73267459e-01	8.66384058e-02	8.66290531e-02	1.05176521e+00	5.22216067e-01	5.29549139e-01	-3.66653597e-03	4.67636794e-06	-3.83822200e-06	-3.51349743e-06	-5.59497072e-06	2.08147329e-06
3300            	1.73259763e-01	8.66341986e-02	8.66255642e-02	1.05174101e+00	5.22217049e-01	5.29523964e-01	-3.65345769e-03	4.31721847e-06	-3.21808319e-06	-3.57255369e-06	-5.00436003e-06	1.43180634e-06
3350            	1.73260034e-01	8.66343497e-02	8.66256845e-02	1.05177366e+00	5.22230019e-01	5.29543646e-01	-3.65681360e-03	4.33255760e-06	-3.16698827e-06	-3.52691497e-06	-4.93044576e-06	1.40353079e-06
3400            	1.73255978e-01	8.66324781e-02	8.66234995e-02	1.05174806e+00	5.22217626e-01	5.29530433e-01	-3.65640360e-03	4.48932177e-06	-3.33795500e-06	-3.36977347e-06	-5.02284174e-06	1.65306826e-06
3450            	1.73266842e-01	8.66375390e-02	8.66293034e-02	1.05176074e+00	5.22212582e-01	5.29548156e-01	-3.66778717e-03	4.11779317e-06	-3.37898408e-06	-3.75033306e-06	-5.25415061e-06	1.50381755e-06
3500            	1.73268815e-01	8.66386644e-02	8.66301508e-02	1.05173414e+00	5.22193786e-01	5.29540357e-01	-3.67328521e-03	4.25676957e-06	-3.23921944e-06	-3.48748691e-06	-4.98296289e-06	1.49547598e-06
3550            	1.73261037e-01	8.66347754e-02	8.66262617e-02	1.05173605e+00	5.22210478e-01	5.29525575e-01	-3.65754856e-03	4.25684700e-06	-3.66371168e-06	-3.45639789e-06	-5.39191063e-06	1.93551274e-06
3600            	1.73260357e-01	8.66346778e-02	8.66256792e-02	1.05176524e+00	5.22218162e-01	5.29547079e-01	-3.66445895e-03	4.49929389e-06	-3.55097825e-06	-3.45473901e-06	-5.27834776e-06	1.82360875e-06
3650            	1.73260670e-01	8.66346676e-02	8.66260027e-02	1.05176183e+00	5.22228004e-01	5.29533822e-01	-3.65290929e-03	4.33248205e-06	-3.31590433e-06	-3.49353110e-06	-5.06266988e-06	1.56913878e-06
3700            	1.73260376e-01	8.66344673e-02	8.66259088e-02	1.05175641e+00	5.22223601e-01	5.29532814e-01	-3.65460668e-03	4.27924925e-06	-3.37502345e-06	-3.65868080e-06	-5.20436386e-06	1.54568305e-06
3750            	1.73263345e-01	8.66360438e-02	8.66273014e-02	1.05175442e+00	5.22223343e-01	5.29531081e-01	-3.65386916e-03	4.37122695e-06	-2.91670228e-06	-3.61929543e-06	-4.72634999e-06	1.10705457e-06
3800            	1.73264250e-01	8.66345208e-02	8.66297288e-02	1.05172333e+00	5.22233024e-01	5.29490308e-01	-3.62864181e-03	2.39601150e-06	-1.34752334e-06	-3.92960490e-06	-3.31232579e-06	-6.17279114e-07
3850            	1.73204957e-01	8.66019466e-02	8.66030108e-02	1.05235361e+00	5.22787431e-01	5.29566175e-01	-3.38937202e-03	-5.32099212e-07	-6.65643035e-07	-4.54145185e-06	-2.93636896e-06	-1.60508289e-06
3900            	1.73202219e-01	8.66003721e-02	8.66018467e-02	1.05267299e+00	5.22990774e-01	5.29682215e-01	-3.34572022e-03	-7.37302187e-07	-8.12192431e-07	-4.54288112e-06	-3.08363299e-06	-1.45924813e-06
3950            	1.73203557e-01	8.66009244e-02	8.66026331e-02	1.05270888e+00	5.22996632e-01	5.29712248e-01	-3.35780770e-03	-8.54355402e-07	-6.75171017e-07	-4.58651858e-06	-2.96843031e-06	-1.61808827e-06
4000            	1.73204119e-01	8.66013094e-02	8.66028093e-02	1.05266225e+00	5.22983266e-01	5.29678988e-01	-3.34786090e-03	-7.49943170e-07	-5.57984961e-07	-4.47557162e-06	-2.79577077e-06	-1.67980085e-06
4050            	1.73204797e-01	8.66014107e-02	8.66033860e-02	1.05271525e+00	5.22996535e-01	5.29718716e-01	-3.36109033e-03	-9.87642568e-07	-4.59772815e-07	-4.57122837e-06	-2.74538700e-06	-1.82584137e-06
4100            	1.73204295e-01	8.66009960e-02	8.66032993e-02	1.05262994e+00	5.22946955e-01	5.29682984e-01	-3.36801452e-03	-1.15165494e-06	-3.83509710e-07	-4.58741798e-06	-2.67721870e-06	-1.91019928e-06
4150            	1.73214314e-01	8.66067407e-02	8.66075730e-02	1.05264059e+00	5.22947603e-01	5.29692983e-01	-3.37268996e-03	-4.16148763e-07	-5.10495673e-07	-4.54166578e-06	-2.78132856e-06	-1.76033722e-06
4200            	1.73202982e-01	8.66005211e-02	8.66024611e-02	1.05261887e+00	5.22948564e-01	5.29670310e-01	-3.36087323e-03	-9.69987274e-07	-5.74776187e-07	-4.52247083e-06	-2.83601160e-06	-1.68645923e-06
4250            	1.73206849e-01	8.66023493e-02	8.66044996e-02	1.05265513e+00	5.22965505e-01	5.29689622e-01	-3.36205877e-03	-1.07514870e-06	-2.36052649e-07	-4.47104641e-06	-2.47157585e-06	-1.99947056e-06
4300            	1.73207455e-01	8.66025712e-02	8.66048842e-02	1.05263854e+00	5.22959007e-01	5.29679533e-01	-3.36026337e-03	-1.15646383e-06	-4.67870632e-07	-4.59362971e-06	-2.76468549e-06	-1.82894422e-06
4350            	1.73208256e-01	8.66030506e-02	8.66052059e-02	1.05266860e+00	5.22974110e-01	5.29694489e-01	-3.36018929e-03	-1.07765469e-06	-4.67366397e-07	-4.55262071e-06	-2.74367675e-06	-1.80894396e-06
4400            	1.73202182e-01	8.66002743e-02	8.66019075e-02	1.05265485e+00	5.22964808e-01	5.29690042e-01	-3.36261721e-03	-8.16579203e-07	-4.55756258e-07	-4.48091301e-06	-2.69621276e-06	-1.78470024e-06
4450            	1.73198751e-01	8.65984720e-02	8.66002789e-02	1.05263907e+00	5.22959660e-01	5.29679413e-01	-3.35987650e-03	-9.03445533e-07	-4.49072164e-07	-4.59055522e-06	-2.74434977e-06	-1.84620544e-06
4500            	1.73217407e-01	8.66077195e-02	8.66096874e-02	1.05264391e+00	5.22946384e-01	5.29697521e-01	-3.37556815e-03	-9.83935591e-07	-4.53716251e-07	-4.50281212e-06	-2.70512231e-06	-1.79768981e-06
4550            	1.73203574e-01	8.66010075e-02	8.66025662e-02	1.05268207e+00	5.22985557e-01	5.29696515e-01	-3.35547865e-03	-7.79330408e-07	-5.37274160e-07	-4.53215628e-06	-2.80335230e-06	-1.72880398e-06
4600            	1.73154143e-01	8.65806007e-02	8.65735423e-02	1.05299659e+00	5.23361885e-01	5.29634707e-01	-3.13641091e-03	3.52918304e-06	-3.25564634e-06	-3.54910289e-06	-5.03019779e-06	1.48109490e-06
4650            	1.73136503e-01	8.65725543e-02	8.65639485e-02	1.05363253e+00	5.23752157e-01	5.29880371e-01	-3.06410698e-03	4.30289509e-06	-3.20447007e-06	-3.45637133e-06	-4.93265573e-06	1.47628441e-06
4700            	1.73137811e-01	8.65731197e-02	8.65646912e-02	1.05357340e+00	5.23703541e-01	5.29869863e-01	-3.08316124e-03	4.21427899e-06	-3.24406417e-06	-3.40721067e-06	-4.94766950e-06	1.54045883e-06
4750            	1.73133303e-01	8.65707814e-02	8.65625219e-02	1.05352930e+00	5.23685046e-01	5.29844252e-01	-3.07960270e-03	4.12974717e-06	-3.29131916e-06	-3.45843424e-06	-5.02053628e-06	1.56210204e-06
4800            	1.73139578e-01	8.65739513e-02	8.65656264e-02	1.05359006e+00	5.23727120e-01	5.29862937e-01	-3.06790861e-03	4.16248617e-06	-3.24041582e-06	-3.47711240e-06	-4.97897203e-06	1.50185962e-06
4850            	1.73143048e-01	8.65758829e-02	8.65671651e-02	1.05357580e+00	5.23713625e-01	5.29862178e-01	-3.07427664e-03	4.35893504e-06	-3.42125207e-06	-3.43160864e-06	-5.13705639e-06	1.70544775e-06
4900            	1.73128786e-01	8.65692875e-02	8.65594982e-02	1.05370218e+00	5.23811554e-01	5.29890626e-01	-3.03953568e-03	4.89466930e-06	-3.37843098e-06	-3.39647780e-06	-5.07666988e-06	1.68019208e-06
4950            	1.73129090e-01	8.65688081e-02	8.65602821e-02	1.05358568e+00	5.23716085e-01	5.29869595e-01	-3.07675514e-03	4.26297926e-06	-3.16384603e-06	-3.29781807e-06	-4.81275506e-06	1.51493699e-06
5000            	1.73138748e-01	8.65733305e-02	8.65654174e-02	1.05357571e+00	5.23714003e-01	5.29861705e-01	-3.07385111e-03	3.95656408e-06	-3.34028025e-06	-3.39242627e-06	-5.03649338e-06	1.64406711e-06
