# Residuals   
# Time        	Ux            	Uy            	p             	k             	omega         
320           	8.027934e-04	4.217275e-01	2.930930e-01	6.351279e-03	1.755925e-03
321           	8.402501e-04	6.245020e-01	7.587861e-01	3.666259e-03	1.233302e-03
322           	6.198468e-04	5.926089e-01	3.599314e-01	4.310037e-03	6.077673e-04
323           	6.312324e-04	4.819944e-01	5.543942e-01	5.924682e-03	1.067795e-03
324           	7.854531e-04	4.777129e-01	2.796060e-01	6.267834e-03	1.708742e-03
325           	8.107409e-04	6.357094e-01	4.580674e-01	3.744429e-03	1.233675e-03
326           	6.081216e-04	6.066210e-01	2.721130e-01	4.252071e-03	6.165356e-04
327           	6.105557e-04	4.799227e-01	5.043737e-01	5.899930e-03	1.058113e-03
328           	7.703530e-04	5.147939e-01	2.325162e-01	6.236967e-03	1.695007e-03
329           	7.894501e-04	6.422565e-01	6.056037e-01	3.690887e-03	1.221512e-03
330           	5.887410e-04	6.617383e-01	2.543792e-01	4.248534e-03	6.180918e-04
331           	5.953837e-04	4.867508e-01	7.916305e-01	5.895317e-03	1.066160e-03
332           	7.559421e-04	5.600528e-01	2.633380e-01	6.071629e-03	1.661197e-03
333           	7.597766e-04	6.833199e-01	7.122576e-01	3.754824e-03	1.207228e-03
334           	5.765208e-04	6.246127e-01	2.767440e-01	4.238864e-03	6.379723e-04
335           	5.829044e-04	5.486108e-01	8.843267e-01	5.846175e-03	1.073398e-03
336           	7.380845e-04	5.744330e-01	2.581284e-01	6.028354e-03	1.648783e-03
337           	7.419558e-04	6.913987e-01	8.222976e-01	3.713934e-03	1.190556e-03
338           	5.595045e-04	6.082587e-01	2.741044e-01	4.229028e-03	6.353275e-04
339           	5.687752e-04	5.844459e-01	7.269740e-01	5.839614e-03	1.079889e-03
340           	7.250608e-04	5.761557e-01	2.676333e-01	5.965190e-03	1.640706e-03
341           	7.243111e-04	6.807282e-01	9.140048e-01	3.722585e-03	1.185405e-03
342           	5.472498e-04	6.019371e-01	2.781906e-01	4.180792e-03	6.311621e-04
343           	5.536404e-04	6.270929e-01	6.512861e-01	5.810271e-03	1.072106e-03
344           	7.107657e-04	6.038486e-01	2.767075e-01	5.939958e-03	1.633498e-03
345           	7.103867e-04	6.867187e-01	8.554429e-01	3.686669e-03	1.177093e-03
346           	5.329072e-04	6.148720e-01	2.776022e-01	4.150339e-03	6.243010e-04
347           	5.398660e-04	5.960274e-01	6.728899e-01	5.776406e-03	1.065690e-03
348           	6.980605e-04	6.262548e-01	2.754620e-01	5.907623e-03	1.626837e-03
349           	6.968955e-04	7.259066e-01	8.341709e-01	3.654988e-03	1.170604e-03
350           	5.200401e-04	6.242886e-01	2.736268e-01	4.117958e-03	6.185794e-04
351           	5.269514e-04	5.979298e-01	6.707952e-01	5.742037e-03	1.059854e-03
352           	6.861289e-04	6.321128e-01	2.748231e-01	5.874484e-03	1.620608e-03
353           	6.841923e-04	7.471877e-01	8.398435e-01	3.624136e-03	1.164491e-03
354           	5.079198e-04	6.401356e-01	2.740618e-01	4.086180e-03	6.130778e-04
355           	5.149509e-04	6.127686e-01	6.726356e-01	5.708562e-03	1.054256e-03
356           	6.754150e-04	6.432260e-01	2.754280e-01	5.841953e-03	1.614638e-03
357           	6.721511e-04	7.609345e-01	8.309861e-01	3.594177e-03	1.158620e-03
358           	4.967131e-04	6.522857e-01	2.746512e-01	4.055518e-03	6.077821e-04
359           	5.037570e-04	6.228329e-01	6.803200e-01	5.676290e-03	1.048881e-03
360           	6.655886e-04	6.521399e-01	2.755517e-01	5.810404e-03	1.608929e-03
361           	6.609894e-04	7.624496e-01	8.230129e-01	3.565339e-03	1.152998e-03
362           	4.862224e-04	6.627466e-01	2.743469e-01	4.026080e-03	6.027234e-04
363           	4.933323e-04	6.334259e-01	6.854203e-01	5.645276e-03	1.043744e-03
364           	6.569329e-04	6.519179e-01	2.752916e-01	5.780033e-03	1.603475e-03
365           	6.506781e-04	7.605929e-01	8.197213e-01	3.537781e-03	1.147632e-03
366           	4.764169e-04	6.679149e-01	2.741865e-01	3.998058e-03	5.979058e-04
367           	4.836954e-04	6.450132e-01	6.889660e-01	5.615746e-03	1.038846e-03
368           	6.493607e-04	6.512161e-01	2.753041e-01	5.751092e-03	1.598269e-03
369           	6.410489e-04	7.542072e-01	8.160343e-01	3.511630e-03	1.142519e-03
370           	4.672817e-04	6.696247e-01	2.741617e-01	3.971445e-03	5.933260e-04
371           	4.747596e-04	6.526584e-01	6.931162e-01	5.587636e-03	1.034180e-03
372           	6.426654e-04	6.544131e-01	2.752347e-01	5.723545e-03	1.593307e-03
373           	6.320510e-04	7.493797e-01	8.124394e-01	3.486901e-03	1.137652e-03
374           	4.589400e-04	6.682709e-01	2.740794e-01	3.946296e-03	5.889730e-04
375           	4.665001e-04	6.571095e-01	6.968417e-01	5.560937e-03	1.029735e-03
376           	6.370025e-04	6.582007e-01	2.751569e-01	5.697277e-03	1.588584e-03
377           	6.237375e-04	7.471747e-01	8.094087e-01	3.463356e-03	1.133021e-03
378           	4.512951e-04	6.654476e-01	2.740014e-01	3.922302e-03	5.848349e-04
379           	4.588689e-04	6.591498e-01	7.004304e-01	5.535416e-03	1.025504e-03
380           	6.318907e-04	6.632439e-01	2.750985e-01	5.672142e-03	1.584081e-03
381           	6.160138e-04	7.469087e-01	8.062888e-01	3.440913e-03	1.128623e-03
382           	4.442445e-04	6.618290e-01	2.739206e-01	3.899414e-03	5.808994e-04
383           	4.518866e-04	6.606999e-01	7.037322e-01	5.511019e-03	1.021475e-03
384           	6.271967e-04	6.687093e-01	2.750019e-01	5.648072e-03	1.579786e-03
385           	6.088423e-04	7.485534e-01	8.038458e-01	3.419474e-03	1.124438e-03
386           	4.376726e-04	6.585820e-01	2.738503e-01	3.877551e-03	5.771562e-04
387           	4.454848e-04	6.624612e-01	7.068299e-01	5.487682e-03	1.017640e-03
388           	6.228644e-04	6.735605e-01	2.749319e-01	5.625030e-03	1.575691e-03
389           	6.021819e-04	7.509421e-01	8.014524e-01	3.399022e-03	1.120454e-03
390           	4.317158e-04	6.562122e-01	2.737888e-01	3.856714e-03	5.735962e-04
391           	4.396656e-04	6.643231e-01	7.097159e-01	5.465486e-03	1.013989e-03
392           	6.188534e-04	6.772004e-01	2.748547e-01	5.603100e-03	1.571786e-03
393           	5.960381e-04	7.522056e-01	7.993135e-01	3.379662e-03	1.116660e-03
394           	4.262831e-04	6.557454e-01	2.737268e-01	3.837025e-03	5.702111e-04
395           	4.343554e-04	6.668360e-01	7.127624e-01	5.444598e-03	1.010513e-03
396           	6.151501e-04	6.792026e-01	2.747794e-01	5.582293e-03	1.568063e-03
397           	5.904464e-04	7.522952e-01	7.974468e-01	3.361350e-03	1.113046e-03
398           	4.213540e-04	6.572864e-01	2.736447e-01	3.818402e-03	5.669924e-04
399           	4.294980e-04	6.700337e-01	7.158469e-01	5.424824e-03	1.007203e-03
400           	6.117215e-04	6.786451e-01	2.747047e-01	5.562606e-03	1.564512e-03
401           	5.852748e-04	7.513231e-01	7.968946e-01	3.344031e-03	1.109605e-03
402           	4.168358e-04	6.606714e-01	2.735832e-01	3.800747e-03	5.639325e-04
403           	4.251517e-04	6.734628e-01	7.161390e-01	5.406003e-03	1.004051e-03
404           	6.085493e-04	6.754063e-01	2.747038e-01	5.543933e-03	1.561127e-03
405           	5.804883e-04	7.497239e-01	7.960477e-01	3.327578e-03	1.106328e-03
406           	4.128175e-04	6.653037e-01	2.736753e-01	3.783995e-03	5.610229e-04
407           	4.213179e-04	6.768093e-01	7.188405e-01	5.388162e-03	1.001049e-03
408           	6.056157e-04	6.710707e-01	2.746938e-01	5.526327e-03	1.557898e-03
409           	5.761523e-04	7.483931e-01	7.919009e-01	3.312090e-03	1.103209e-03
410           	4.092588e-04	6.705232e-01	2.735903e-01	3.768234e-03	5.582569e-04
411           	4.181491e-04	6.794882e-01	7.227833e-01	5.371323e-03	9.981902e-04
412           	6.029096e-04	6.665358e-01	2.744669e-01	5.509700e-03	1.554822e-03
413           	5.721537e-04	7.479880e-01	7.918440e-01	3.297431e-03	1.100240e-03
414           	4.060690e-04	6.756383e-01	2.734282e-01	3.753271e-03	5.556272e-04
415           	4.153359e-04	6.809653e-01	7.223107e-01	5.355280e-03	9.954678e-04
416           	6.003974e-04	6.626266e-01	2.744779e-01	5.493926e-03	1.551888e-03
417           	5.684595e-04	7.485668e-01	7.917103e-01	3.283482e-03	1.097412e-03
418           	4.033608e-04	6.800242e-01	2.735595e-01	3.739027e-03	5.531261e-04
419           	4.129964e-04	6.808477e-01	7.246438e-01	5.339977e-03	9.928758e-04
420           	5.980610e-04	6.597739e-01	2.745082e-01	5.478922e-03	1.549092e-03
421           	5.651253e-04	7.499437e-01	7.893247e-01	3.270205e-03	1.094721e-03
422           	4.010312e-04	6.831030e-01	2.734734e-01	3.725447e-03	5.507482e-04
423           	4.110702e-04	6.795035e-01	7.266625e-01	5.325351e-03	9.904083e-04
424           	5.958925e-04	6.577569e-01	2.743443e-01	5.464572e-03	1.546429e-03
425           	5.620815e-04	7.518526e-01	7.886052e-01	3.257599e-03	1.092159e-03
426           	3.991974e-04	6.851072e-01	2.734161e-01	3.712479e-03	5.484866e-04
427           	4.093445e-04	6.770866e-01	7.281153e-01	5.311361e-03	9.880594e-04
428           	5.938706e-04	6.567393e-01	2.743360e-01	5.450842e-03	1.543891e-03
429           	5.592651e-04	7.542309e-01	7.872981e-01	3.245597e-03	1.089720e-03
430           	3.979627e-04	6.861373e-01	2.733917e-01	3.700098e-03	5.463355e-04
431           	4.077617e-04	6.745078e-01	7.295762e-01	5.297985e-03	9.858236e-04
432           	5.919906e-04	6.562532e-01	2.742533e-01	5.437707e-03	1.541475e-03
433           	5.567125e-04	7.567287e-01	7.864505e-01	3.234149e-03	1.087399e-03
434           	3.972116e-04	6.864066e-01	2.733591e-01	3.688276e-03	5.442899e-04
435           	4.063077e-04	6.721434e-01	7.308854e-01	5.285200e-03	9.836956e-04
436           	5.902361e-04	6.563814e-01	2.742148e-01	5.425148e-03	1.539174e-03
437           	5.543614e-04	7.590082e-01	7.854459e-01	3.223237e-03	1.085190e-03
438           	3.965887e-04	6.862687e-01	2.733318e-01	3.676992e-03	5.423446e-04
439           	4.049560e-04	6.702379e-01	7.323058e-01	5.272985e-03	9.816704e-04
440           	5.886016e-04	6.567849e-01	2.741613e-01	5.413147e-03	1.536982e-03
441           	5.522118e-04	7.609267e-01	7.845065e-01	3.212827e-03	1.083087e-03
442           	3.960662e-04	6.860056e-01	2.732948e-01	3.666227e-03	5.404950e-04
443           	4.037025e-04	6.690213e-01	7.334815e-01	5.261321e-03	9.797432e-04
444           	5.870763e-04	6.571564e-01	2.741357e-01	5.401683e-03	1.534894e-03
445           	5.502891e-04	7.622498e-01	7.836395e-01	3.202901e-03	1.081085e-03
446           	3.956215e-04	6.858140e-01	2.732677e-01	3.655963e-03	5.387363e-04
447           	4.025343e-04	6.683838e-01	7.347118e-01	5.250190e-03	9.779096e-04
448           	5.856594e-04	6.575103e-01	2.740656e-01	5.390734e-03	1.532906e-03
449           	5.485298e-04	7.629808e-01	7.828734e-01	3.193437e-03	1.079181e-03
450           	3.952468e-04	6.855795e-01	2.732325e-01	3.646176e-03	5.370643e-04
451           	4.014509e-04	6.681388e-01	7.357729e-01	5.239568e-03	9.761652e-04
452           	5.843333e-04	6.578001e-01	2.740515e-01	5.380282e-03	1.531013e-03
453           	5.469623e-04	7.630505e-01	7.821239e-01	3.184417e-03	1.077369e-03
454           	3.949243e-04	6.853754e-01	2.732210e-01	3.636850e-03	5.354746e-04
455           	4.004507e-04	6.682830e-01	7.375476e-01	5.229433e-03	9.745063e-04
456           	5.831036e-04	6.581144e-01	2.740138e-01	5.370308e-03	1.529211e-03
457           	5.456278e-04	7.619211e-01	7.768098e-01	3.175825e-03	1.075645e-03
458           	3.946644e-04	6.852996e-01	2.731891e-01	3.627966e-03	5.339637e-04
459           	3.995709e-04	6.685332e-01	7.418843e-01	5.219765e-03	9.729307e-04
460           	5.819983e-04	6.578068e-01	2.736071e-01	5.360787e-03	1.527496e-03
461           	5.443672e-04	7.612328e-01	7.766955e-01	3.167634e-03	1.074004e-03
462           	3.944723e-04	6.848235e-01	2.729655e-01	3.619503e-03	5.325276e-04
463           	3.986753e-04	6.688486e-01	7.409787e-01	5.210547e-03	9.714299e-04
464           	5.809335e-04	6.583335e-01	2.736117e-01	5.351714e-03	1.525862e-03
465           	5.432274e-04	7.604353e-01	7.769103e-01	3.159837e-03	1.072442e-03
466           	3.943060e-04	6.840570e-01	2.730689e-01	3.611446e-03	5.311623e-04
467           	3.978667e-04	6.693879e-01	7.421086e-01	5.201765e-03	9.700041e-04
468           	5.799382e-04	6.589953e-01	2.736296e-01	5.343062e-03	1.524308e-03
469           	5.422436e-04	7.596570e-01	7.758099e-01	3.152415e-03	1.070957e-03
470           	3.941780e-04	6.832130e-01	2.730237e-01	3.603777e-03	5.298646e-04
471           	3.971104e-04	6.699144e-01	7.432202e-01	5.193396e-03	9.686480e-04
472           	5.790213e-04	6.597516e-01	2.735609e-01	5.334816e-03	1.522829e-03
473           	5.413965e-04	7.590953e-01	7.753323e-01	3.145350e-03	1.069544e-03
474           	3.940780e-04	6.824577e-01	2.729801e-01	3.596480e-03	5.286309e-04
475           	3.963959e-04	6.704092e-01	7.438340e-01	5.185425e-03	9.673582e-04
476           	5.781616e-04	6.606314e-01	2.735350e-01	5.326960e-03	1.521421e-03
477           	5.406871e-04	7.587237e-01	7.748770e-01	3.138630e-03	1.068201e-03
478           	3.940040e-04	6.818469e-01	2.729714e-01	3.589540e-03	5.274581e-04
479           	3.957285e-04	6.709708e-01	7.446583e-01	5.177837e-03	9.661317e-04
480           	5.773627e-04	6.614963e-01	2.735060e-01	5.319520e-03	1.520081e-03
481           	5.401114e-04	7.585024e-01	7.743167e-01	3.132237e-03	1.066922e-03
482           	3.939467e-04	6.814782e-01	2.729404e-01	3.582942e-03	5.263433e-04
483           	3.951042e-04	6.715782e-01	7.453840e-01	5.170614e-03	9.649654e-04
484           	5.766268e-04	6.623710e-01	2.734698e-01	5.312461e-03	1.518806e-03
485           	5.396939e-04	7.585405e-01	7.738826e-01	3.126159e-03	1.065707e-03
486           	3.939067e-04	6.813129e-01	2.729191e-01	3.576672e-03	5.252836e-04
487           	3.945184e-04	6.723148e-01	7.460526e-01	5.163739e-03	9.638563e-04
488           	5.759510e-04	6.631794e-01	2.734446e-01	5.305741e-03	1.517593e-03
489           	5.394771e-04	7.586299e-01	7.734239e-01	3.120382e-03	1.064551e-03
490           	3.938779e-04	6.813861e-01	2.728975e-01	3.570714e-03	5.242762e-04
491           	3.939697e-04	6.730405e-01	7.467102e-01	5.157198e-03	9.628017e-04
492           	5.753201e-04	6.638412e-01	2.734137e-01	5.299346e-03	1.516440e-03
493           	5.394742e-04	7.587621e-01	7.729911e-01	3.114900e-03	1.063451e-03
494           	3.938598e-04	6.815721e-01	2.728753e-01	3.565053e-03	5.233187e-04
495           	3.934556e-04	6.738023e-01	7.473364e-01	5.150975e-03	9.617989e-04
496           	5.747312e-04	6.644554e-01	2.733859e-01	5.293261e-03	1.515342e-03
497           	5.395032e-04	7.589466e-01	7.725831e-01	3.109704e-03	1.062406e-03
498           	3.938498e-04	6.818549e-01	2.728539e-01	3.559676e-03	5.224085e-04
499           	3.929778e-04	6.745704e-01	7.479270e-01	5.145057e-03	9.608453e-04
500           	5.741810e-04	6.649293e-01	2.733606e-01	5.287472e-03	1.514298e-03
501           	5.395422e-04	7.591038e-01	7.721996e-01	3.104777e-03	1.061411e-03
502           	3.938488e-04	6.821176e-01	2.728354e-01	3.554569e-03	5.215434e-04
503           	3.925365e-04	6.752313e-01	7.485024e-01	5.139430e-03	9.599387e-04
504           	5.736649e-04	6.653798e-01	2.733366e-01	5.281965e-03	1.513304e-03
505           	5.395835e-04	7.593015e-01	7.718239e-01	3.100123e-03	1.060466e-03
506           	3.938507e-04	6.823773e-01	2.728201e-01	3.549720e-03	5.207210e-04
507           	3.921264e-04	6.758448e-01	7.490733e-01	5.134083e-03	9.590766e-04
508           	5.731827e-04	6.658059e-01	2.733100e-01	5.276729e-03	1.512360e-03
509           	5.396307e-04	7.594490e-01	7.714731e-01	3.095722e-03	1.059566e-03
510           	3.938521e-04	6.826118e-01	2.727980e-01	3.545116e-03	5.199392e-04
511           	3.917450e-04	6.764073e-01	7.499728e-01	5.129004e-03	9.582571e-04
512           	5.727322e-04	6.662359e-01	2.733006e-01	5.271749e-03	1.511463e-03
513           	5.396817e-04	7.596869e-01	7.708321e-01	3.091546e-03	1.058712e-03
514           	3.938569e-04	6.827736e-01	2.727546e-01	3.540745e-03	5.191961e-04
515           	3.913813e-04	6.768800e-01	7.501275e-01	5.124179e-03	9.574779e-04
516           	5.723103e-04	6.666209e-01	2.732466e-01	5.267017e-03	1.510610e-03
517           	5.397307e-04	7.599409e-01	7.709099e-01	3.087581e-03	1.057899e-03
518           	3.938652e-04	6.829398e-01	2.727624e-01	3.536598e-03	5.184896e-04
519           	3.910436e-04	6.773677e-01	7.508281e-01	5.119615e-03	9.567373e-04
520           	5.719190e-04	6.670774e-01	2.732715e-01	5.262519e-03	1.509799e-03
521           	5.397895e-04	7.602256e-01	7.702046e-01	3.083819e-03	1.057125e-03
522           	3.938729e-04	6.830819e-01	2.727353e-01	3.532663e-03	5.178181e-04
523           	3.907257e-04	6.777894e-01	7.515705e-01	5.115291e-03	9.560332e-04
524           	5.715560e-04	6.674997e-01	2.732104e-01	5.258245e-03	1.509028e-03
525           	5.398470e-04	7.605708e-01	7.699738e-01	3.080250e-03	1.056390e-03
526           	3.938857e-04	6.832368e-01	2.727018e-01	3.528930e-03	5.171797e-04
527           	3.904254e-04	6.781993e-01	7.518863e-01	5.111187e-03	9.553637e-04
528           	5.712196e-04	6.679157e-01	2.732036e-01	5.254186e-03	1.508294e-03
529           	5.399059e-04	7.608687e-01	7.697126e-01	3.076864e-03	1.055691e-03
530           	3.938975e-04	6.834326e-01	2.726942e-01	3.525390e-03	5.165727e-04
531           	3.901435e-04	6.786329e-01	7.518548e-01	5.107291e-03	9.547274e-04
532           	5.709068e-04	6.682656e-01	2.731789e-01	5.250333e-03	1.507597e-03
533           	5.399636e-04	7.611831e-01	7.697286e-01	3.073654e-03	1.055027e-03
534           	3.939117e-04	6.836491e-01	2.727108e-01	3.522033e-03	5.159958e-04
535           	3.898818e-04	6.790946e-01	7.525601e-01	5.103593e-03	9.541224e-04
536           	5.706151e-04	6.685683e-01	2.731953e-01	5.246677e-03	1.506933e-03
537           	5.400224e-04	7.614751e-01	7.690695e-01	3.070610e-03	1.054395e-03
538           	3.939228e-04	6.838811e-01	2.726723e-01	3.518852e-03	5.154473e-04
539           	3.896337e-04	6.795229e-01	7.532285e-01	5.100084e-03	9.535472e-04
540           	5.703381e-04	6.687775e-01	2.731431e-01	5.243210e-03	1.506302e-03
541           	5.400770e-04	7.617268e-01	7.688837e-01	3.067723e-03	1.053794e-03
542           	3.939365e-04	6.841024e-01	2.726458e-01	3.515836e-03	5.149258e-04
543           	3.894007e-04	6.799334e-01	7.535002e-01	5.096754e-03	9.530004e-04
544           	5.700760e-04	6.689172e-01	2.731344e-01	5.239919e-03	1.505702e-03
545           	5.401323e-04	7.619398e-01	7.686833e-01	3.064988e-03	1.053222e-03
546           	3.939471e-04	6.843434e-01	2.726399e-01	3.512977e-03	5.144301e-04
547           	3.891836e-04	6.802930e-01	7.538561e-01	5.093595e-03	9.524806e-04
548           	5.698281e-04	6.689935e-01	2.731154e-01	5.236798e-03	1.505132e-03
549           	5.401833e-04	7.621640e-01	7.684595e-01	3.062395e-03	1.052679e-03
550           	3.939598e-04	6.845824e-01	2.726319e-01	3.510269e-03	5.139588e-04
551           	3.889790e-04	6.806316e-01	7.540147e-01	5.090600e-03	9.519863e-04
552           	5.695933e-04	6.690499e-01	2.730986e-01	5.233839e-03	1.504589e-03
553           	5.402321e-04	7.623679e-01	7.683655e-01	3.059939e-03	1.052162e-03
554           	3.939716e-04	6.848524e-01	2.726349e-01	3.507703e-03	5.135107e-04
555           	3.887874e-04	6.809035e-01	7.545765e-01	5.087760e-03	9.515164e-04
556           	5.693683e-04	6.690743e-01	2.730939e-01	5.231037e-03	1.504073e-03
557           	5.402798e-04	7.625762e-01	7.680049e-01	3.057612e-03	1.051671e-03
558           	3.939843e-04	6.851188e-01	2.726133e-01	3.505273e-03	5.130846e-04
559           	3.886053e-04	6.811684e-01	7.549732e-01	5.085069e-03	9.510696e-04
560           	5.691570e-04	6.690707e-01	2.730725e-01	5.228393e-03	1.503583e-03
561           	5.403244e-04	7.627717e-01	7.678152e-01	3.055407e-03	1.051203e-03
562           	3.939973e-04	6.853876e-01	2.725991e-01	3.502972e-03	5.126796e-04
563           	3.884336e-04	6.813811e-01	7.551375e-01	5.082517e-03	9.506450e-04
564           	5.689560e-04	6.690559e-01	2.730634e-01	5.225899e-03	1.503116e-03
565           	5.403682e-04	7.629585e-01	7.676929e-01	3.053320e-03	1.050759e-03
566           	3.940101e-04	6.856288e-01	2.726022e-01	3.500793e-03	5.122945e-04
567           	3.882724e-04	6.815939e-01	7.554979e-01	5.080098e-03	9.502412e-04
568           	5.687658e-04	6.690187e-01	2.730483e-01	5.223541e-03	1.502672e-03
569           	5.404101e-04	7.631826e-01	7.674573e-01	3.051344e-03	1.050336e-03
570           	3.940246e-04	6.858392e-01	2.725887e-01	3.498731e-03	5.119282e-04
571           	3.881185e-04	6.817452e-01	7.556344e-01	5.077805e-03	9.498573e-04
572           	5.685845e-04	6.689974e-01	2.730364e-01	5.221306e-03	1.502250e-03
573           	5.404496e-04	7.634138e-01	7.673915e-01	3.049473e-03	1.049935e-03
574           	3.940387e-04	6.860453e-01	2.725926e-01	3.496780e-03	5.115800e-04
575           	3.879727e-04	6.818911e-01	7.561748e-01	5.075634e-03	9.494922e-04
576           	5.684126e-04	6.689867e-01	2.730274e-01	5.219188e-03	1.501849e-03
577           	5.404897e-04	7.636511e-01	7.670748e-01	3.047703e-03	1.049553e-03
578           	3.941291e-04	6.856636e-01	2.720234e-01	3.494939e-03	5.112502e-04
579           	3.878329e-04	6.831002e-01	7.569453e-01	5.073578e-03	9.491453e-04
580           	5.683135e-04	6.688898e-01	2.726624e-01	5.217181e-03	1.501469e-03
581           	5.405784e-04	7.639127e-01	7.690270e-01	3.046022e-03	1.049190e-03
582           	3.941427e-04	6.860794e-01	2.720206e-01	3.493187e-03	5.109346e-04
583           	3.877229e-04	6.828963e-01	7.554120e-01	5.071629e-03	9.488152e-04
584           	5.681299e-04	6.689651e-01	2.728091e-01	5.215278e-03	1.501105e-03
585           	5.406076e-04	7.640427e-01	7.688164e-01	3.044439e-03	1.048843e-03
586           	3.941463e-04	6.862897e-01	2.721014e-01	3.491536e-03	5.106350e-04
587           	3.875880e-04	6.828990e-01	7.563858e-01	5.069787e-03	9.485013e-04
588           	5.679921e-04	6.689747e-01	2.727682e-01	5.213478e-03	1.500760e-03
589           	5.406421e-04	7.643102e-01	7.684011e-01	3.042940e-03	1.048515e-03
590           	3.941743e-04	6.863667e-01	2.720618e-01	3.489974e-03	5.103503e-04
591           	3.874749e-04	6.830904e-01	7.565846e-01	5.068042e-03	9.482029e-04
592           	5.678548e-04	6.689888e-01	2.727616e-01	5.211774e-03	1.500431e-03
593           	5.406825e-04	7.644994e-01	7.683790e-01	3.041526e-03	1.048202e-03
594           	3.941894e-04	6.865209e-01	2.720543e-01	3.488501e-03	5.100792e-04
595           	3.873634e-04	6.831393e-01	7.569323e-01	5.066394e-03	9.479191e-04
596           	5.677208e-04	6.689948e-01	2.727521e-01	5.210164e-03	1.500119e-03
597           	5.407165e-04	7.646657e-01	7.681842e-01	3.040192e-03	1.047904e-03
598           	3.942126e-04	6.866492e-01	2.720606e-01	3.487109e-03	5.098215e-04
599           	3.872566e-04	6.832320e-01	7.570299e-01	5.064835e-03	9.476491e-04
600           	5.675954e-04	6.690094e-01	2.727526e-01	5.208640e-03	1.499822e-03
601           	5.407534e-04	7.648311e-01	7.680761e-01	3.038933e-03	1.047621e-03
602           	3.942346e-04	6.867808e-01	2.720654e-01	3.485795e-03	5.095762e-04
603           	3.871560e-04	6.833007e-01	7.572758e-01	5.063362e-03	9.473923e-04
604           	5.674732e-04	6.690002e-01	2.727411e-01	5.207201e-03	1.499539e-03
605           	5.407891e-04	7.649802e-01	7.679545e-01	3.037745e-03	1.047351e-03
606           	3.941852e-04	6.874965e-01	2.726047e-01	3.484552e-03	5.093416e-04
607           	3.870634e-04	6.822402e-01	7.570064e-01	5.061972e-03	9.471479e-04
608           	5.672947e-04	6.690875e-01	2.730920e-01	5.205843e-03	1.499269e-03
609           	5.407736e-04	7.650877e-01	7.657113e-01	3.036633e-03	1.047094e-03
610           	3.942099e-04	6.873832e-01	2.726116e-01	3.483392e-03	5.091201e-04
611           	3.869479e-04	6.826105e-01	7.590943e-01	5.060665e-03	9.469156e-04
612           	5.672129e-04	6.689735e-01	2.729302e-01	5.204567e-03	1.499013e-03
613           	5.408131e-04	7.653554e-01	7.655582e-01	3.035588e-03	1.046851e-03
614           	3.943167e-04	6.868825e-01	2.719295e-01	3.482307e-03	5.089104e-04
615           	3.868695e-04	6.838889e-01	7.589829e-01	5.059440e-03	9.466948e-04
616           	5.671663e-04	6.688602e-01	2.725605e-01	5.203368e-03	1.498771e-03
617           	5.409004e-04	7.654873e-01	7.679035e-01	3.034608e-03	1.046619e-03
618           	3.943320e-04	6.872817e-01	2.719698e-01	3.481285e-03	5.087087e-04
619           	3.868038e-04	6.835644e-01	7.574335e-01	5.058293e-03	9.464844e-04
620           	5.670300e-04	6.689600e-01	2.727400e-01	5.202245e-03	1.498539e-03
621           	5.409230e-04	7.654979e-01	7.676607e-01	3.033699e-03	1.046397e-03
622           	3.942700e-04	6.880585e-01	2.726344e-01	3.480327e-03	5.085159e-04
623           	3.867136e-04	6.823827e-01	7.579944e-01	5.057214e-03	9.462840e-04
624           	5.668749e-04	6.690308e-01	2.730853e-01	5.201190e-03	1.498317e-03
625           	5.409006e-04	7.656961e-01	7.650231e-01	3.032846e-03	1.046187e-03
626           	3.943032e-04	6.878701e-01	2.725861e-01	3.479434e-03	5.083347e-04
627           	3.866180e-04	6.828360e-01	7.601578e-01	5.056199e-03	9.460937e-04
628           	5.668129e-04	6.689360e-01	2.728917e-01	5.200195e-03	1.498108e-03
629           	5.409419e-04	7.660073e-01	7.650628e-01	3.032039e-03	1.045987e-03
630           	3.943371e-04	6.879189e-01	2.724591e-01	3.478593e-03	5.081616e-04
631           	3.865567e-04	6.829435e-01	7.592914e-01	5.055248e-03	9.459127e-04
632           	5.667159e-04	6.689769e-01	2.729072e-01	5.199261e-03	1.497908e-03
633           	5.409743e-04	7.660916e-01	7.654132e-01	3.031293e-03	1.045796e-03
634           	3.944238e-04	6.875039e-01	2.719673e-01	3.477815e-03	5.079977e-04
635           	3.864780e-04	6.839859e-01	7.600422e-01	5.054361e-03	9.457403e-04
636           	5.666897e-04	6.688918e-01	2.725691e-01	5.198388e-03	1.497719e-03
637           	5.410489e-04	7.663053e-01	7.670656e-01	3.030590e-03	1.045615e-03
638           	3.944480e-04	6.877832e-01	2.719437e-01	3.477077e-03	5.078403e-04
639           	3.864333e-04	6.837548e-01	7.585477e-01	5.053522e-03	9.455763e-04
640           	5.665789e-04	6.690831e-01	2.726944e-01	5.197562e-03	1.497538e-03
641           	5.410759e-04	7.663405e-01	7.671861e-01	3.029935e-03	1.045442e-03
642           	3.944555e-04	6.878922e-01	2.720715e-01	3.476388e-03	5.076906e-04
643           	3.863549e-04	6.836716e-01	7.593330e-01	5.052734e-03	9.454200e-04
