x_m,Cf
1.500000000e+00,6.170000000e-03
1.550000000e+00,6.170000000e-03
1.600000000e+00,6.170000000e-03
1.650000000e+00,6.170000000e-03
1.700000000e+00,6.170000000e-03
1.750000000e+00,6.170000000e-03
1.800000000e+00,6.170000000e-03
1.850000000e+00,6.170000000e-03
1.900000000e+00,6.170000000e-03
1.950000000e+00,6.170000000e-03
2.000000000e+00,6.170000000e-03
